"","seqnames","start","end","width","strand","Conc","Conc_none","Conc_Fulvestrant","Fold","p.value","FDR"
"4050","chr10",61883088,61883451,364,"*",3.46,4.31,1.14,3.18,2.64e-06,1.01e-05
"4051","chr6",114841554,114841751,198,"*",3.32,4.21,0.59,3.62,2.64e-06,1.01e-05
"4052","chr17",81103258,81103455,198,"*",3.95,4.71,2.24,2.47,2.65e-06,1.01e-05
"4053","chr22",44265014,44265275,262,"*",2.83,3.76,-0.49,4.24,2.65e-06,1.01e-05
"4054","chr11",117704168,117704395,228,"*",3.28,4.13,0.93,3.2,2.66e-06,1.01e-05
"4055","chr11",67080182,67080452,271,"*",4.71,5.38,3.42,1.96,2.68e-06,1.02e-05
"4056","chr11",11990652,11990841,190,"*",3.15,4.02,0.65,3.37,2.69e-06,1.02e-05
"4057","chr6",3660723,3660930,208,"*",3.56,4.36,1.61,2.75,2.69e-06,1.02e-05
"4058","chr13",27557179,27557476,298,"*",4.41,5.1,3.01,2.09,2.7e-06,1.03e-05
"4059","chr2",218196258,218196941,684,"*",5.61,6.14,4.74,1.4,2.7e-06,1.03e-05
"4060","chr13",113979947,113980273,327,"*",4.08,4.8,2.55,2.25,2.7e-06,1.03e-05
"4061","chr16",11553644,11553911,268,"*",3.92,4.7,2.09,2.61,2.71e-06,1.03e-05
"4062","chr5",6743084,6743320,237,"*",2.95,3.86,-0.04,3.9,2.72e-06,1.03e-05
"4063","chr20",41106137,41106437,301,"*",4.36,5.07,2.88,2.19,2.72e-06,1.03e-05
"4064","chr4",4627238,4627517,280,"*",3.52,4.35,1.33,3.02,2.73e-06,1.04e-05
"4065","chr15",70820786,70821029,244,"*",3.91,4.66,2.29,2.37,2.73e-06,1.04e-05
"4066","chr7",80800656,80800828,173,"*",2.9,3.83,-0.49,4.31,2.73e-06,1.04e-05
"4067","chr11",115421113,115421367,255,"*",3.04,3.94,0.14,3.79,2.74e-06,1.04e-05
"4068","chr11",68882412,68882737,326,"*",4.97,5.59,3.88,1.71,2.75e-06,1.04e-05
"4069","chr4",64882375,64882576,202,"*",2.93,3.84,-0.25,4.09,2.77e-06,1.05e-05
"4070","chr16",2211599,2211853,255,"*",3.23,4.09,0.76,3.33,2.78e-06,1.05e-05
"4071","chr10",74004341,74004582,242,"*",3.73,4.55,1.65,2.9,2.79e-06,1.06e-05
"4072","chr2",112704331,112704709,379,"*",4.67,5.38,3.19,2.19,2.79e-06,1.06e-05
"4073","chr5",373246,373512,267,"*",3.88,4.67,2,2.67,2.8e-06,1.06e-05
"4074","chr15",86422199,86422502,304,"*",4.83,5.49,3.58,1.91,2.8e-06,1.06e-05
"4075","chr16",70740820,70741259,440,"*",4.73,5.38,3.51,1.86,2.8e-06,1.06e-05
"4076","chr19",45653850,45654185,336,"*",3.92,4.68,2.22,2.47,2.81e-06,1.06e-05
"4077","chr10",127203507,127203763,257,"*",3.66,4.44,1.83,2.61,2.83e-06,1.07e-05
"4078","chr4",79472893,79473234,342,"*",4.32,5.06,2.73,2.32,2.83e-06,1.07e-05
"4079","chr18",9701682,9701898,217,"*",3.06,3.93,0.51,3.42,2.83e-06,1.07e-05
"4080","chr6",84141397,84141601,205,"*",3.27,4.14,0.7,3.44,2.83e-06,1.07e-05
"4081","chrX",20532686,20532852,167,"*",2.95,3.86,-0.06,3.91,2.83e-06,1.07e-05
"4082","chr17",25878760,25879272,513,"*",4.86,5.51,3.65,1.86,2.84e-06,1.07e-05
"4083","chr17",47170398,47170769,372,"*",3.97,4.72,2.35,2.37,2.85e-06,1.08e-05
"4084","chr7",93044124,93044364,241,"*",3.59,4.44,1.18,3.26,2.85e-06,1.08e-05
"4085","chr2",233488574,233488830,257,"*",3.63,4.42,1.76,2.66,2.85e-06,1.08e-05
"4086","chr12",64379107,64379268,162,"*",3.06,3.94,0.46,3.48,2.86e-06,1.08e-05
"4087","chr5",116693589,116693833,245,"*",3.08,3.99,-0.04,4.03,2.88e-06,1.09e-05
"4088","chr22",41868393,41868599,207,"*",2.97,3.86,0.13,3.73,2.89e-06,1.09e-05
"4089","chr9",126089972,126090518,547,"*",6.42,6.85,5.78,1.07,2.9e-06,1.09e-05
"4090","chr1",29198672,29198908,237,"*",3.09,3.97,0.51,3.45,2.9e-06,1.09e-05
"4091","chr4",161939902,161940120,219,"*",3.04,3.96,-0.25,4.21,2.9e-06,1.1e-05
"4092","chrX",133852353,133852846,494,"*",4.91,5.57,3.67,1.9,2.93e-06,1.11e-05
"4093","chr11",69044667,69045007,341,"*",3.88,4.63,2.22,2.41,2.93e-06,1.11e-05
"4094","chr5",35482273,35482451,179,"*",2.93,3.85,-0.25,4.09,2.93e-06,1.11e-05
"4095","chr1",30818325,30818897,573,"*",4.58,5.28,3.16,2.12,2.94e-06,1.11e-05
"4096","chr3",59012168,59012387,220,"*",3.18,4.07,0.39,3.68,2.95e-06,1.11e-05
"4097","chr1",17904110,17904358,249,"*",3.7,4.5,1.76,2.74,2.96e-06,1.12e-05
"4098","chr1",245420566,245420859,294,"*",3.03,3.93,0.14,3.78,2.97e-06,1.12e-05
"4099","chr12",47695880,47696095,216,"*",2.94,3.86,-0.25,4.11,2.98e-06,1.12e-05
"4100","chr15",78504930,78505176,247,"*",3.56,4.35,1.64,2.71,2.98e-06,1.12e-05
"4101","chr4",75574557,75574783,227,"*",3.57,4.43,1.17,3.27,2.98e-06,1.12e-05
"4102","chr6",30758651,30759019,369,"*",3.95,4.71,2.24,2.48,2.99e-06,1.13e-05
"4103","chr5",102350788,102350957,170,"*",2.88,3.81,-0.49,4.29,3e-06,1.13e-05
"4104","chr11",118787414,118787879,466,"*",5.28,5.86,4.29,1.57,3.01e-06,1.13e-05
"4105","chr17",79282312,79282522,211,"*",3.09,3.98,0.3,3.67,3.02e-06,1.14e-05
"4106","chr10",65471927,65472448,522,"*",4.67,5.37,3.25,2.13,3.03e-06,1.14e-05
"4107","chr19",51573753,51573990,238,"*",3.57,4.37,1.66,2.71,3.03e-06,1.14e-05
"4108","chr4",63075384,63075598,215,"*",2.98,3.91,-0.49,4.4,3.04e-06,1.14e-05
"4109","chr3",168671345,168671531,187,"*",3.09,4.03,-0.49,4.52,3.04e-06,1.14e-05
"4110","chr20",55181617,55182021,405,"*",6.22,6.69,5.5,1.19,3.04e-06,1.14e-05
"4111","chr1",81632821,81633066,246,"*",4.07,4.83,2.37,2.46,3.05e-06,1.14e-05
"4112","chr16",87042883,87043113,231,"*",3.35,4.19,1.14,3.05,3.06e-06,1.15e-05
"4113","chr3",13153538,13154026,489,"*",5.4,5.95,4.51,1.44,3.06e-06,1.15e-05
"4114","chr2",217491010,217491342,333,"*",4.44,5.18,2.86,2.31,3.07e-06,1.15e-05
"4115","chr14",105153982,105154561,580,"*",4.11,4.9,2.22,2.68,3.07e-06,1.15e-05
"4116","chr15",99416142,99416418,277,"*",3.97,4.78,1.93,2.85,3.07e-06,1.15e-05
"4117","chr10",4797592,4797793,202,"*",3.26,4.14,0.57,3.58,3.08e-06,1.16e-05
"4118","chr2",178249985,178250153,169,"*",2.88,3.8,-0.49,4.29,3.08e-06,1.16e-05
"4119","chr17",60740320,60740587,268,"*",4.53,5.25,3.02,2.23,3.08e-06,1.16e-05
"4120","chr9",36174927,36175131,205,"*",3.19,4.06,0.58,3.48,3.09e-06,1.16e-05
"4121","chr21",47403993,47404223,231,"*",2.96,3.86,-0.04,3.9,3.09e-06,1.16e-05
"4122","chr16",695984,696217,234,"*",3.18,4.03,0.78,3.25,3.09e-06,1.16e-05
"4123","chr11",2004248,2004679,432,"*",4.75,5.43,3.42,2.01,3.1e-06,1.16e-05
"4124","chr7",122690748,122690948,201,"*",2.9,3.83,-0.49,4.32,3.1e-06,1.16e-05
"4125","chr6",149397462,149397823,362,"*",3.85,4.67,1.78,2.88,3.11e-06,1.17e-05
"4126","chr9",139603577,139603835,259,"*",3.23,4.07,0.93,3.15,3.11e-06,1.17e-05
"4127","chr10",105338626,105338910,285,"*",3.14,4.02,0.45,3.57,3.11e-06,1.17e-05
"4128","chr1",181102842,181102993,152,"*",3.38,4.24,0.92,3.33,3.12e-06,1.17e-05
"4129","chr19",1254563,1254891,329,"*",4.21,4.93,2.73,2.2,3.12e-06,1.17e-05
"4130","chr15",85590394,85590891,498,"*",5,5.66,3.74,1.92,3.15e-06,1.18e-05
"4131","chr1",202112156,202112335,180,"*",2.95,3.86,-0.04,3.9,3.16e-06,1.18e-05
"4132","chr2",204974382,204974716,335,"*",5.27,5.85,4.26,1.59,3.16e-06,1.18e-05
"4133","chr7",64406641,64407022,382,"*",4.45,5.18,2.89,2.29,3.18e-06,1.19e-05
"4134","chr9",4929883,4930231,349,"*",4.21,5.02,2.22,2.79,3.18e-06,1.19e-05
"4135","chr1",228251341,228251574,234,"*",3.06,3.95,0.3,3.65,3.18e-06,1.19e-05
"4136","chr1",155096938,155097338,401,"*",4.6,5.25,3.35,1.9,3.18e-06,1.19e-05
"4137","chr10",51530996,51531577,582,"*",5.02,5.67,3.81,1.86,3.2e-06,1.19e-05
"4138","chr20",25506245,25506473,229,"*",3.29,4.17,0.58,3.59,3.21e-06,1.2e-05
"4139","chr10",119496172,119496568,397,"*",4.38,5.09,2.92,2.17,3.21e-06,1.2e-05
"4140","chr2",241808047,241808225,179,"*",3.08,3.95,0.52,3.43,3.22e-06,1.2e-05
"4141","chr17",45770523,45770893,371,"*",4.97,5.59,3.85,1.75,3.23e-06,1.2e-05
"4142","chr4",151337430,151337662,233,"*",3,3.9,0.14,3.75,3.23e-06,1.21e-05
"4143","chr7",5593119,5593366,248,"*",3.46,4.3,1.18,3.12,3.24e-06,1.21e-05
"4144","chr15",50982596,50982925,330,"*",4.9,5.56,3.63,1.93,3.25e-06,1.21e-05
"4145","chr3",141488362,141488675,314,"*",4.01,4.79,2.18,2.62,3.25e-06,1.21e-05
"4146","chr7",1556252,1556564,313,"*",4.19,4.91,2.7,2.2,3.26e-06,1.21e-05
"4147","chr4",153643420,153643624,205,"*",2.8,3.73,-0.49,4.22,3.26e-06,1.21e-05
"4148","chr10",131508284,131508490,207,"*",3.05,3.94,0.3,3.64,3.27e-06,1.22e-05
"4149","chr10",33624827,33625089,263,"*",4.87,5.54,3.58,1.96,3.28e-06,1.22e-05
"4150","chr14",105953996,105954319,324,"*",4.2,4.91,2.71,2.2,3.29e-06,1.22e-05
"4151","chr6",78361701,78361910,210,"*",2.9,3.83,-0.49,4.32,3.29e-06,1.22e-05
"4152","chr15",70133809,70133957,149,"*",2.82,3.75,-0.49,4.23,3.29e-06,1.23e-05
"4153","chr3",16551122,16551339,218,"*",3.2,4.08,0.58,3.5,3.31e-06,1.23e-05
"4154","chr3",79652404,79652619,216,"*",3.17,4.04,0.65,3.39,3.32e-06,1.24e-05
"4155","chr10",11188619,11188819,201,"*",2.92,3.84,-0.25,4.09,3.33e-06,1.24e-05
"4156","chr2",39133112,39133272,161,"*",3.29,4.17,0.58,3.59,3.34e-06,1.24e-05
"4157","chr5",150537505,150537864,360,"*",3.58,4.42,1.34,3.08,3.36e-06,1.25e-05
"4158","chr7",22429282,22429483,202,"*",3.52,4.37,1.17,3.2,3.36e-06,1.25e-05
"4159","chr11",30460240,30460471,232,"*",3.09,3.99,0.23,3.76,3.37e-06,1.25e-05
"4160","chr5",54897064,54897426,363,"*",4.93,5.6,3.63,1.96,3.39e-06,1.26e-05
"4161","chr1",224391459,224391677,219,"*",3.19,4.05,0.79,3.25,3.39e-06,1.26e-05
"4162","chr5",153676184,153676651,468,"*",4.64,5.32,3.32,2,3.4e-06,1.26e-05
"4163","chr10",111662630,111663017,388,"*",4.44,5.14,3.02,2.11,3.4e-06,1.26e-05
"4164","chr1",110771180,110771355,176,"*",2.81,3.73,-0.49,4.22,3.41e-06,1.26e-05
"4165","chr7",6974871,6975227,357,"*",3.27,4.14,0.7,3.44,3.41e-06,1.26e-05
"4166","chr2",139202875,139203133,259,"*",3.67,4.53,1.26,3.27,3.41e-06,1.27e-05
"4167","chr3",197318815,197319016,202,"*",2.98,3.87,0.23,3.63,3.42e-06,1.27e-05
"4168","chr20",49341405,49341704,300,"*",5.31,6.17,2.8,3.37,3.43e-06,1.27e-05
"4169","chr8",144452613,144452800,188,"*",3.2,4.07,0.58,3.49,3.44e-06,1.27e-05
"4170","chr2",208259819,208260002,184,"*",3.19,4.07,0.58,3.49,3.44e-06,1.27e-05
"4171","chr2",140381065,140381276,212,"*",3.22,4.11,0.45,3.66,3.46e-06,1.28e-05
"4172","chr2",127842795,127843068,274,"*",4.26,4.98,2.78,2.2,3.47e-06,1.28e-05
"4173","chr7",156539186,156539839,654,"*",5.17,6.08,2.12,3.96,3.47e-06,1.28e-05
"4174","chr15",89664636,89665027,392,"*",5.32,5.88,4.41,1.46,3.48e-06,1.29e-05
"4175","chr6",21738571,21739355,785,"*",6.39,6.89,5.61,1.28,3.49e-06,1.29e-05
"4176","chr12",69358938,69359260,323,"*",4.56,5.26,3.13,2.13,3.51e-06,1.3e-05
"4177","chr6",33726858,33727311,454,"*",4,4.76,2.35,2.41,3.52e-06,1.3e-05
"4178","chr2",138702243,138702560,318,"*",4.52,5.18,3.25,1.94,3.53e-06,1.3e-05
"4179","chr10",80274758,80274997,240,"*",3,3.89,0.14,3.75,3.54e-06,1.31e-05
"4180","chr7",43579258,43579441,184,"*",2.8,3.73,-0.49,4.22,3.54e-06,1.31e-05
"4181","chrX",100235939,100236225,287,"*",3.23,4.09,0.8,3.28,3.55e-06,1.31e-05
"4182","chr4",71387553,71387876,324,"*",3.44,4.28,1.15,3.13,3.55e-06,1.31e-05
"4183","chr5",139535084,139535294,211,"*",3.32,4.14,1.23,2.91,3.57e-06,1.32e-05
"4184","chr16",501558,502030,473,"*",5.92,6.42,5.15,1.27,3.61e-06,1.33e-05
"4185","chr5",95008254,95008585,332,"*",4.35,5.12,2.63,2.49,3.61e-06,1.33e-05
"4186","chr3",129627207,129627590,384,"*",5.78,6.31,4.92,1.39,3.62e-06,1.34e-05
"4187","chr8",129236989,129237144,156,"*",2.79,3.71,-0.49,4.2,3.64e-06,1.34e-05
"4188","chr6",53191524,53191855,332,"*",3.71,4.51,1.77,2.75,3.65e-06,1.35e-05
"4189","chr15",75328412,75328964,553,"*",5.44,5.99,4.52,1.47,3.66e-06,1.35e-05
"4190","chr2",60321541,60322146,606,"*",4.77,5.49,3.28,2.2,3.67e-06,1.35e-05
"4191","chr2",162016102,162016292,191,"*",2.95,3.87,-0.25,4.12,3.7e-06,1.36e-05
"4192","chr2",163401825,163402129,305,"*",4.13,4.87,2.58,2.29,3.7e-06,1.36e-05
"4193","chr1",227002858,227003178,321,"*",3.78,4.53,2.13,2.4,3.71e-06,1.37e-05
"4194","chr15",33360819,33361255,437,"*",4.46,5.14,3.1,2.04,3.73e-06,1.37e-05
"4195","chr1",65381555,65381847,293,"*",3.48,4.32,1.23,3.09,3.73e-06,1.38e-05
"4196","chr14",38119644,38120209,566,"*",5.32,5.96,4.13,1.83,3.75e-06,1.38e-05
"4197","chr7",36124467,36124839,373,"*",5.23,5.81,4.25,1.55,3.76e-06,1.38e-05
"4198","chr6",22007328,22007578,251,"*",4.38,5.13,2.76,2.36,3.77e-06,1.39e-05
"4199","chr21",46933340,46933680,341,"*",4.76,5.43,3.47,1.95,3.78e-06,1.39e-05
"4200","chr7",1139225,1139499,275,"*",4.38,5.06,3.05,2.01,3.79e-06,1.39e-05
"4201","chr14",54725155,54725297,143,"*",2.8,3.73,-0.49,4.21,3.79e-06,1.39e-05
"4202","chr1",116353773,116354195,423,"*",5.48,6.04,4.56,1.48,3.8e-06,1.4e-05
"4203","chr12",71863131,71863421,291,"*",4.35,5.04,2.94,2.11,3.82e-06,1.4e-05
"4204","chrX",115009681,115009949,269,"*",3.93,4.67,2.35,2.31,3.83e-06,1.41e-05
"4205","chr12",123605194,123605480,287,"*",3.04,3.93,0.3,3.62,3.85e-06,1.41e-05
"4206","chrX",104217459,104217791,333,"*",4.7,5.4,3.28,2.11,3.87e-06,1.42e-05
"4207","chr4",153850104,153850346,243,"*",3.44,4.31,0.9,3.41,3.88e-06,1.43e-05
"4208","chr3",101814148,101814341,194,"*",2.8,3.72,-0.49,4.21,3.89e-06,1.43e-05
"4209","chr15",87399284,87399453,170,"*",2.8,3.73,-0.49,4.22,3.91e-06,1.43e-05
"4210","chr3",177138447,177138866,420,"*",5.33,5.92,4.3,1.62,3.92e-06,1.44e-05
"4211","chr16",34815767,34816007,241,"*",3.17,4.07,0.14,3.93,3.94e-06,1.44e-05
"4212","chr19",46071006,46071400,395,"*",4.02,4.77,2.34,2.44,3.94e-06,1.44e-05
"4213","chr10",83659357,83659688,332,"*",3.59,4.37,1.77,2.6,3.96e-06,1.45e-05
"4214","chr2",19328050,19328223,174,"*",2.89,3.8,-0.06,3.85,3.99e-06,1.46e-05
"4215","chr16",50163463,50163678,216,"*",2.93,3.83,-0.04,3.87,4e-06,1.47e-05
"4216","chr2",170060473,170060743,271,"*",5.04,5.68,3.85,1.83,4.01e-06,1.47e-05
"4217","chr16",15129190,15129443,254,"*",3.4,4.21,1.43,2.78,4.02e-06,1.47e-05
"4218","chr6",89849272,89849483,212,"*",3.55,4.38,1.34,3.04,4.02e-06,1.47e-05
"4219","chr16",80710491,80710794,304,"*",3.96,4.73,2.14,2.59,4.04e-06,1.48e-05
"4220","chr11",94578748,94579136,389,"*",5.12,5.72,4.07,1.65,4.04e-06,1.48e-05
"4221","chr7",64280913,64281101,189,"*",3.17,4.05,0.58,3.47,4.05e-06,1.48e-05
"4222","chr14",24163579,24164053,475,"*",4.63,5.32,3.25,2.07,4.05e-06,1.48e-05
"4223","chr11",9131540,9131958,419,"*",5.25,5.83,4.27,1.56,4.08e-06,1.49e-05
"4224","chr3",174673200,174673797,598,"*",5.69,6.33,4.51,1.82,4.09e-06,1.49e-05
"4225","chr16",68278538,68278762,225,"*",3.65,4.41,1.89,2.53,4.09e-06,1.49e-05
"4226","chr6",113851988,113852263,276,"*",4.38,5.09,2.94,2.14,4.1e-06,1.5e-05
"4227","chr14",71130429,71130614,186,"*",2.78,3.7,-0.49,4.19,4.11e-06,1.5e-05
"4228","chr17",63793385,63793807,423,"*",5.49,6.14,4.25,1.89,4.12e-06,1.51e-05
"4229","chr21",32898423,32898652,230,"*",3.34,4.19,1,3.18,4.13e-06,1.51e-05
"4230","chr17",81137902,81138210,309,"*",3.88,4.63,2.25,2.37,4.13e-06,1.51e-05
"4231","chr3",50248174,50248406,233,"*",2.97,3.87,0.14,3.72,4.14e-06,1.51e-05
"4232","chr10",94650841,94651167,327,"*",4.95,5.62,3.63,1.99,4.14e-06,1.51e-05
"4233","chr3",63906132,63906273,142,"*",3.39,4.26,0.81,3.45,4.15e-06,1.51e-05
"4234","chr15",67419273,67419622,350,"*",4.42,5.13,3,2.13,4.15e-06,1.52e-05
"4235","chr1",156586284,156586672,389,"*",5.66,6.19,4.84,1.34,4.16e-06,1.52e-05
"4236","chr16",84613634,84613812,179,"*",3.03,3.91,0.42,3.49,4.17e-06,1.52e-05
"4237","chr1",186631931,186632187,257,"*",4.38,5.16,2.55,2.6,4.18e-06,1.52e-05
"4238","chr20",49015638,49015854,217,"*",3.62,4.42,1.66,2.75,4.19e-06,1.53e-05
"4239","chr5",86315974,86316171,198,"*",3.06,3.93,0.56,3.37,4.2e-06,1.53e-05
"4240","chr15",87734908,87735103,196,"*",3.1,4,0.14,3.86,4.2e-06,1.53e-05
"4241","chr17",45887696,45888220,525,"*",4.43,5.18,2.82,2.36,4.22e-06,1.54e-05
"4242","chr3",42121125,42121421,297,"*",3.69,4.47,1.89,2.58,4.23e-06,1.54e-05
"4243","chr9",80350469,80350812,344,"*",4.29,4.98,2.94,2.05,4.26e-06,1.55e-05
"4244","chr10",116139002,116139219,218,"*",2.78,3.7,-0.49,4.19,4.28e-06,1.56e-05
"4245","chr12",83469773,83469984,212,"*",3.05,3.93,0.44,3.49,4.29e-06,1.56e-05
"4246","chr10",82264172,82264376,205,"*",3.39,4.22,1.17,3.05,4.29e-06,1.56e-05
"4247","chr11",101171278,101171434,157,"*",2.79,3.71,-0.49,4.2,4.31e-06,1.57e-05
"4248","chr8",66934537,66934800,264,"*",3.95,4.67,2.44,2.23,4.31e-06,1.57e-05
"4249","chr18",10062201,10062518,318,"*",3.04,3.93,0.3,3.63,4.32e-06,1.57e-05
"4250","chr21",38444098,38444641,544,"*",4.89,5.58,3.52,2.07,4.34e-06,1.58e-05
"4251","chr13",50664479,50664683,205,"*",3.12,3.98,0.68,3.3,4.35e-06,1.58e-05
"4252","chr17",27073158,27073430,273,"*",3.81,4.58,2.04,2.54,4.37e-06,1.59e-05
"4253","chr4",18430044,18430337,294,"*",4.55,5.47,1.27,4.2,4.37e-06,1.59e-05
"4254","chr5",14959619,14959850,232,"*",3.68,4.51,1.52,2.99,4.37e-06,1.59e-05
"4255","chr6",46942606,46942805,200,"*",3.14,4.04,0.14,3.9,4.38e-06,1.59e-05
"4256","chr10",48645095,48645262,168,"*",2.77,3.7,-0.49,4.18,4.38e-06,1.59e-05
"4257","chr8",57683501,57683659,159,"*",3.09,3.96,0.52,3.44,4.38e-06,1.59e-05
"4258","chr8",144743572,144744716,1145,"*",3.67,4.48,1.62,2.86,4.38e-06,1.59e-05
"4259","chr14",104094513,104094837,325,"*",4.23,4.92,2.84,2.08,4.39e-06,1.59e-05
"4260","chr6",13455903,13456072,170,"*",2.78,3.7,-0.49,4.19,4.4e-06,1.6e-05
"4261","chr18",11155704,11155933,230,"*",3.45,4.27,1.4,2.87,4.4e-06,1.6e-05
"4262","chr19",38457441,38457715,275,"*",3.81,4.58,2,2.58,4.41e-06,1.6e-05
"4263","chr9",33427101,33427309,209,"*",2.86,3.77,-0.06,3.82,4.41e-06,1.6e-05
"4264","chr16",85472613,85472792,180,"*",2.97,3.87,0.14,3.73,4.42e-06,1.6e-05
"4265","chr7",74047914,74048235,322,"*",4.14,4.86,2.62,2.24,4.44e-06,1.61e-05
"4266","chr13",114844142,114844418,277,"*",3.11,3.98,0.67,3.31,4.44e-06,1.61e-05
"4267","chr15",95335642,95335986,345,"*",4.74,5.37,3.57,1.8,4.45e-06,1.61e-05
"4268","chr19",45241042,45241191,150,"*",2.77,3.69,-0.49,4.18,4.45e-06,1.61e-05
"4269","chr3",129413137,129413540,404,"*",5.07,5.7,3.94,1.76,4.46e-06,1.61e-05
"4270","chr4",39540949,39541395,447,"*",5.48,6.02,4.61,1.41,4.48e-06,1.62e-05
"4271","chr20",56584080,56584225,146,"*",2.79,3.71,-0.49,4.2,4.49e-06,1.62e-05
"4272","chr5",91234961,91235220,260,"*",3.57,4.38,1.57,2.81,4.5e-06,1.63e-05
"4273","chr4",148668574,148668754,181,"*",2.77,3.69,-0.49,4.18,4.51e-06,1.63e-05
"4274","chr20",19756315,19756641,327,"*",4.61,5.26,3.38,1.88,4.51e-06,1.63e-05
"4275","chr18",21734758,21734965,208,"*",2.9,3.83,-0.49,4.31,4.52e-06,1.63e-05
"4276","chrX",22135330,22135617,288,"*",4.28,5.07,2.38,2.68,4.52e-06,1.63e-05
"4277","chr8",93160947,93161104,158,"*",3.27,4.12,0.91,3.21,4.53e-06,1.64e-05
"4278","chr7",106005891,106006079,189,"*",3.71,4.51,1.77,2.75,4.53e-06,1.64e-05
"4279","chr3",63548067,63548337,271,"*",5.28,5.86,4.29,1.57,4.54e-06,1.64e-05
"4280","chr1",153493612,153493872,261,"*",3.47,4.29,1.37,2.91,4.57e-06,1.65e-05
"4281","chr16",85886903,85887215,313,"*",4.79,5.52,3.24,2.28,4.58e-06,1.65e-05
"4282","chr5",55654969,55655249,281,"*",4.06,4.81,2.39,2.42,4.58e-06,1.65e-05
"4283","chr7",75939942,75940215,274,"*",3.4,4.22,1.28,2.95,4.58e-06,1.65e-05
"4284","chr16",71147714,71147877,164,"*",3.11,3.97,0.67,3.29,4.61e-06,1.66e-05
"4285","chrX",40404167,40404410,244,"*",3.14,4,0.65,3.35,4.61e-06,1.66e-05
"4286","chr12",52412474,52412669,196,"*",2.99,3.89,0.14,3.74,4.61e-06,1.66e-05
"4287","chr2",112698040,112698243,204,"*",3.04,3.95,-0.04,3.99,4.65e-06,1.68e-05
"4288","chr1",184602011,184602215,205,"*",3.22,4.09,0.7,3.39,4.66e-06,1.68e-05
"4289","chr12",12972719,12973262,544,"*",5.26,5.87,4.19,1.68,4.67e-06,1.68e-05
"4290","chr1",21578313,21578724,412,"*",3.94,4.72,2.1,2.61,4.67e-06,1.68e-05
"4291","chr19",33516411,33516966,556,"*",5.02,5.67,3.81,1.86,4.68e-06,1.69e-05
"4292","chr20",62853657,62853995,339,"*",4.22,4.94,2.76,2.17,4.69e-06,1.69e-05
"4293","chr9",92050377,92050727,351,"*",4.42,5.11,3.03,2.08,4.69e-06,1.69e-05
"4294","chr10",102060886,102061168,283,"*",3.26,4.11,0.87,3.24,4.7e-06,1.69e-05
"4295","chr1",31841692,31841925,234,"*",3.24,4.08,0.99,3.1,4.71e-06,1.69e-05
"4296","chr18",21273883,21274119,237,"*",3.37,4.2,1.23,2.97,4.71e-06,1.7e-05
"4297","chr7",107840513,107840766,254,"*",3.82,4.64,1.77,2.86,4.72e-06,1.7e-05
"4298","chr1",21953251,21953696,446,"*",4.44,5.12,3.11,2.01,4.74e-06,1.71e-05
"4299","chr2",236429457,236429716,260,"*",3.44,4.24,1.44,2.81,4.76e-06,1.71e-05
"4300","chr6",110809322,110809536,215,"*",3.06,3.93,0.44,3.5,4.77e-06,1.71e-05
"4301","chr16",17553524,17553718,195,"*",3.31,4.13,1.21,2.92,4.77e-06,1.71e-05
"4302","chr2",241190505,241190754,250,"*",3.01,3.9,0.28,3.62,4.77e-06,1.71e-05
"4303","chr1",1172408,1172578,171,"*",2.9,3.8,-0.04,3.84,4.77e-06,1.71e-05
"4304","chr16",56279963,56280338,376,"*",4.35,5.03,3.03,2,4.79e-06,1.72e-05
"4305","chr8",9005317,9005592,276,"*",3.15,4.02,0.58,3.44,4.8e-06,1.72e-05
"4306","chrX",81947729,81948091,363,"*",4.71,5.43,3.24,2.19,4.8e-06,1.72e-05
"4307","chr1",24896972,24897230,259,"*",3.11,3.97,0.65,3.32,4.81e-06,1.72e-05
"4308","chr9",139753915,139754160,246,"*",3.77,4.54,2.01,2.54,4.83e-06,1.73e-05
"4309","chr10",71879918,71880315,398,"*",3.88,4.65,2.16,2.49,4.83e-06,1.73e-05
"4310","chr5",121679279,121679591,313,"*",3.25,4.16,0.3,3.85,4.84e-06,1.73e-05
"4311","chr5",55224103,55224426,324,"*",3.88,4.63,2.25,2.38,4.84e-06,1.73e-05
"4312","chr3",194526043,194526250,208,"*",3.23,4.06,1.07,2.99,4.84e-06,1.74e-05
"4313","chr12",115539880,115540095,216,"*",3.42,4.26,1.17,3.09,4.86e-06,1.74e-05
"4314","chr7",34070825,34071010,186,"*",2.93,3.84,-0.25,4.09,4.87e-06,1.74e-05
"4315","chr5",38816368,38816641,274,"*",3.32,4.14,1.21,2.94,4.89e-06,1.75e-05
"4316","chr9",138654516,138654714,199,"*",3.23,4.1,0.7,3.4,4.9e-06,1.75e-05
"4317","chr15",75956477,75956803,327,"*",4.28,5.04,2.6,2.44,4.93e-06,1.76e-05
"4318","chr1",228945779,228946132,354,"*",4.12,4.84,2.59,2.25,4.94e-06,1.77e-05
"4319","chr7",123287200,123287436,237,"*",2.76,3.68,-0.49,4.17,4.94e-06,1.77e-05
"4320","chr19",55718602,55718849,248,"*",4.58,5.22,3.38,1.84,4.95e-06,1.77e-05
"4321","chr4",184540567,184541005,439,"*",4.67,5.31,3.5,1.81,4.96e-06,1.77e-05
"4322","chr5",176040812,176041092,281,"*",3.7,4.49,1.82,2.67,4.96e-06,1.77e-05
