"","seqnames","start","end","width","strand","Conc","Conc_Fulvestrant","Conc_none","Fold","p.value","FDR"
"3059","chrX",78156893,78157329,437,"*",3.15,1.6,3.88,-2.28,1.32e-07,2.85e-07
"3060","chr8",69992189,69992505,317,"*",2.36,-0.54,3.26,-3.81,1.32e-07,2.85e-07
"3061","chr9",88708620,88709444,825,"*",4.9,4.14,5.4,-1.26,1.32e-07,2.85e-07
"3062","chr1",207494638,207494949,312,"*",3.35,1.74,4.09,-2.35,1.34e-07,2.88e-07
"3063","chr7",154678691,154678911,221,"*",2.47,-0.18,3.35,-3.53,1.34e-07,2.88e-07
"3064","chr7",75579841,75580228,388,"*",2.7,0.69,3.51,-2.82,1.34e-07,2.88e-07
"3065","chr16",803549,803752,204,"*",2.69,0.42,3.53,-3.12,1.34e-07,2.88e-07
"3066","chr12",97930165,97930471,307,"*",2.72,0.69,3.53,-2.83,1.34e-07,2.89e-07
"3067","chr5",133372935,133373269,335,"*",3.3,1.93,3.99,-2.05,1.35e-07,2.89e-07
"3068","chr3",116764414,116764664,251,"*",2.57,0.21,3.42,-3.21,1.35e-07,2.91e-07
"3069","chr3",187754111,187754918,808,"*",4.68,3.73,5.24,-1.51,1.35e-07,2.91e-07
"3070","chr20",14859603,14860288,686,"*",3.97,2.86,4.59,-1.73,1.35e-07,2.91e-07
"3071","chr9",14812739,14813068,330,"*",3.43,2.13,4.1,-1.97,1.37e-07,2.94e-07
"3072","chr1",226885677,226886058,382,"*",3.09,1.52,3.83,-2.31,1.39e-07,2.99e-07
"3073","chr19",35601884,35602144,261,"*",2.76,0.53,3.6,-3.07,1.39e-07,2.99e-07
"3074","chr17",17658892,17659169,278,"*",2.47,-0.05,3.34,-3.39,1.39e-07,2.99e-07
"3075","chr5",134632703,134633033,331,"*",2.55,0.09,3.42,-3.33,1.4e-07,3.01e-07
"3076","chr8",17396281,17396622,342,"*",2.7,0.54,3.53,-3,1.41e-07,3.01e-07
"3077","chr3",107725060,107725388,329,"*",3.52,2.28,4.18,-1.91,1.41e-07,3.01e-07
"3078","chr5",167743227,167743738,512,"*",5.32,4.61,5.79,-1.18,1.42e-07,3.03e-07
"3079","chr4",81581443,81581830,388,"*",2.36,-0.54,3.26,-3.8,1.42e-07,3.03e-07
"3080","chr7",155895435,155895723,289,"*",2.62,0.34,3.46,-3.12,1.42e-07,3.03e-07
"3081","chrX",152064279,152064631,353,"*",2.58,-0.05,3.46,-3.51,1.42e-07,3.05e-07
"3082","chr8",37551785,37552055,271,"*",2.39,-0.54,3.29,-3.84,1.43e-07,3.06e-07
"3083","chr6",43682100,43682424,325,"*",2.76,0.63,3.59,-2.96,1.43e-07,3.07e-07
"3084","chr16",757176,757510,335,"*",2.39,-0.54,3.3,-3.84,1.43e-07,3.07e-07
"3085","chrX",109248320,109248641,322,"*",2.58,0.41,3.41,-2.99,1.45e-07,3.11e-07
"3086","chr12",25654424,25654879,456,"*",3.06,1.4,3.81,-2.41,1.46e-07,3.11e-07
"3087","chr19",2528843,2529145,303,"*",2.81,0.8,3.62,-2.82,1.46e-07,3.12e-07
"3088","chr3",189042464,189042862,399,"*",2.64,0.43,3.47,-3.04,1.47e-07,3.13e-07
"3089","chr5",118906094,118906422,329,"*",3.06,1.47,3.79,-2.32,1.47e-07,3.15e-07
"3090","chr1",38589155,38589598,444,"*",3.19,1.63,3.92,-2.29,1.48e-07,3.15e-07
"3091","chr14",65697232,65697532,301,"*",3.14,1.5,3.89,-2.39,1.48e-07,3.16e-07
"3092","chr10",43845563,43845934,372,"*",3.14,1.62,3.87,-2.25,1.5e-07,3.2e-07
"3093","chr8",9853207,9853538,332,"*",2.86,0.97,3.65,-2.68,1.51e-07,3.22e-07
"3094","chr9",90381686,90382007,322,"*",3.1,1.34,3.87,-2.53,1.51e-07,3.22e-07
"3095","chr10",71344465,71344701,237,"*",2.57,0.23,3.42,-3.18,1.52e-07,3.23e-07
"3096","chr3",63141805,63142157,353,"*",3.12,1.41,3.88,-2.46,1.52e-07,3.24e-07
"3097","chr13",113639871,113640309,439,"*",3.11,1.37,3.87,-2.5,1.52e-07,3.24e-07
"3098","chr10",33560867,33561228,362,"*",3.47,2.18,4.14,-1.96,1.53e-07,3.25e-07
"3099","chr2",164225521,164225999,479,"*",2.87,1.1,3.64,-2.54,1.53e-07,3.25e-07
"3100","chr21",16084425,16084741,317,"*",2.87,0.89,3.67,-2.78,1.53e-07,3.25e-07
"3101","chr16",29776845,29777145,301,"*",2.75,0.69,3.57,-2.88,1.53e-07,3.26e-07
"3102","chr1",7019535,7019982,448,"*",3.98,3.01,4.55,-1.53,1.54e-07,3.27e-07
"3103","chr20",44622077,44622371,295,"*",2.94,1.21,3.7,-2.5,1.54e-07,3.27e-07
"3104","chr5",39697198,39697609,412,"*",3.86,2.67,4.51,-1.84,1.54e-07,3.27e-07
"3105","chr12",123930352,123930742,391,"*",3.71,2.38,4.39,-2.01,1.54e-07,3.28e-07
"3106","chr14",35810081,35810373,293,"*",2.68,0.59,3.49,-2.9,1.55e-07,3.29e-07
"3107","chr2",67939602,67939910,309,"*",2.51,-0.02,3.37,-3.39,1.55e-07,3.3e-07
"3108","chr16",4666281,4666809,529,"*",3.89,2.81,4.5,-1.69,1.55e-07,3.3e-07
"3109","chr2",237805435,237805678,244,"*",2.42,-0.2,3.3,-3.5,1.56e-07,3.31e-07
"3110","chr12",103342879,103343170,292,"*",2.84,0.92,3.63,-2.72,1.56e-07,3.31e-07
"3111","chr7",48351203,48351515,313,"*",2.39,-0.34,3.28,-3.63,1.56e-07,3.31e-07
"3112","chr3",73518590,73519019,430,"*",3.88,2.77,4.5,-1.73,1.56e-07,3.32e-07
"3113","chr1",217299214,217299513,300,"*",2.37,-0.54,3.27,-3.81,1.57e-07,3.33e-07
"3114","chr17",48862550,48862822,273,"*",2.47,-0.2,3.35,-3.54,1.58e-07,3.34e-07
"3115","chr15",96418639,96419005,367,"*",4.46,3.6,5,-1.39,1.58e-07,3.34e-07
"3116","chr13",40755727,40755959,233,"*",2.89,0.82,3.7,-2.89,1.58e-07,3.35e-07
"3117","chr18",70856986,70857338,353,"*",4.22,3.31,4.78,-1.48,1.58e-07,3.35e-07
"3118","chr3",146139642,146139994,353,"*",3.17,1.78,3.87,-2.09,1.59e-07,3.37e-07
"3119","chrX",115074877,115075175,299,"*",2.86,1.14,3.62,-2.47,1.6e-07,3.38e-07
"3120","chr4",95394099,95394432,334,"*",3.11,1.37,3.88,-2.52,1.6e-07,3.38e-07
"3121","chr16",85678971,85679258,288,"*",2.67,0.7,3.47,-2.76,1.6e-07,3.39e-07
"3122","chr13",73707745,73708047,303,"*",3.39,2.02,4.08,-2.06,1.6e-07,3.39e-07
"3123","chr9",130690428,130690709,282,"*",2.47,-0.18,3.35,-3.54,1.61e-07,3.41e-07
"3124","chr9",132111698,132111954,257,"*",2.59,0.4,3.42,-3.02,1.62e-07,3.42e-07
"3125","chr4",3468760,3469010,251,"*",2.58,0.09,3.44,-3.35,1.62e-07,3.42e-07
"3126","chr1",202041566,202041830,265,"*",2.45,-0.2,3.33,-3.53,1.63e-07,3.45e-07
"3127","chr6",109038368,109038665,298,"*",2.48,-0.17,3.36,-3.53,1.64e-07,3.45e-07
"3128","chr11",84918020,84918384,365,"*",2.64,0.44,3.47,-3.03,1.65e-07,3.47e-07
"3129","chr19",4914911,4915240,330,"*",2.59,0.25,3.44,-3.19,1.65e-07,3.47e-07
"3130","chr15",63287177,63287495,319,"*",3.01,1.48,3.74,-2.25,1.66e-07,3.49e-07
"3131","chr6",37071035,37071386,352,"*",3.08,1.4,3.84,-2.44,1.66e-07,3.49e-07
"3132","chr10",88407443,88407868,426,"*",3.16,1.48,3.91,-2.43,1.66e-07,3.5e-07
"3133","chr2",217955600,217955957,358,"*",2.57,0.21,3.42,-3.21,1.67e-07,3.52e-07
"3134","chr20",62918084,62918409,326,"*",2.39,-0.36,3.27,-3.63,1.7e-07,3.58e-07
"3135","chr12",103918191,103918601,411,"*",2.66,0.24,3.52,-3.28,1.71e-07,3.6e-07
"3136","chr1",10811226,10811518,293,"*",2.41,-0.54,3.31,-3.85,1.72e-07,3.61e-07
"3137","chr2",221484241,221484629,389,"*",3.39,2.02,4.08,-2.06,1.72e-07,3.62e-07
"3138","chr6",142682980,142683274,295,"*",2.33,-0.54,3.23,-3.77,1.74e-07,3.65e-07
"3139","chr6",54881182,54881540,359,"*",2.83,0.92,3.63,-2.71,1.74e-07,3.65e-07
"3140","chr2",121156741,121157146,406,"*",3.39,2.16,4.05,-1.89,1.74e-07,3.66e-07
"3141","chr12",53363588,53364126,539,"*",4.48,3.68,5,-1.32,1.74e-07,3.66e-07
"3142","chr11",3021810,3022143,334,"*",2.87,1.1,3.64,-2.54,1.74e-07,3.66e-07
"3143","chrX",18849877,18850160,284,"*",2.45,-0.18,3.33,-3.51,1.76e-07,3.69e-07
"3144","chr4",77532679,77533045,367,"*",3.49,2.24,4.14,-1.91,1.76e-07,3.69e-07
"3145","chr6",35272201,35272427,227,"*",2.58,0.41,3.41,-3,1.76e-07,3.69e-07
"3146","chr4",4970051,4970303,253,"*",2.38,-0.36,3.27,-3.63,1.77e-07,3.7e-07
"3147","chr19",48151389,48151989,601,"*",4.49,3.57,5.04,-1.47,1.77e-07,3.7e-07
"3148","chr2",19338084,19338524,441,"*",4.05,2.98,4.66,-1.67,1.77e-07,3.71e-07
"3149","chr1",17035261,17035532,272,"*",2.37,-0.36,3.26,-3.62,1.78e-07,3.72e-07
"3150","chr9",117154964,117155286,323,"*",3.27,1.73,4,-2.27,1.78e-07,3.73e-07
"3151","chr7",87856260,87856751,492,"*",3.82,2.7,4.45,-1.75,1.82e-07,3.81e-07
"3152","chr10",117413079,117413477,399,"*",2.82,1.05,3.6,-2.54,1.82e-07,3.81e-07
"3153","chr2",237895053,237895516,464,"*",3.78,2.6,4.42,-1.82,1.82e-07,3.82e-07
"3154","chr2",55334686,55335032,347,"*",3.28,1.74,4.01,-2.26,1.83e-07,3.82e-07
"3155","chr11",1507230,1507542,313,"*",2.59,0.08,3.46,-3.37,1.83e-07,3.84e-07
"3156","chr8",101429539,101429807,269,"*",3.37,1.78,4.1,-2.32,1.85e-07,3.87e-07
"3157","chrX",9778231,9778546,316,"*",2.7,0.55,3.52,-2.98,1.86e-07,3.89e-07
"3158","chr10",102643174,102643511,338,"*",2.99,1.31,3.74,-2.43,1.87e-07,3.91e-07
"3159","chr20",61275532,61275820,289,"*",2.55,0.08,3.42,-3.34,1.87e-07,3.91e-07
"3160","chr17",55435554,55435795,242,"*",2.49,0.11,3.34,-3.23,1.88e-07,3.93e-07
"3161","chr20",47302712,47302948,237,"*",2.92,1.07,3.71,-2.64,1.89e-07,3.94e-07
"3162","chr6",24306816,24307138,323,"*",3.31,1.89,4.01,-2.12,1.9e-07,3.96e-07
"3163","chr11",125953028,125953299,272,"*",2.69,0.68,3.5,-2.82,1.91e-07,3.99e-07
"3164","chr4",95393631,95393932,302,"*",2.49,0.23,3.33,-3.1,1.91e-07,3.99e-07
"3165","chr17",36388864,36389238,375,"*",2.97,1.32,3.72,-2.4,1.91e-07,3.99e-07
"3166","chr12",33165188,33165556,369,"*",4.53,3.7,5.06,-1.37,1.92e-07,3.99e-07
"3167","chr20",19562233,19562520,288,"*",2.58,0.34,3.41,-3.07,1.92e-07,3.99e-07
"3168","chr21",20901380,20901702,323,"*",2.76,0.77,3.56,-2.8,1.92e-07,3.99e-07
"3169","chr19",1394154,1394405,252,"*",2.4,-0.36,3.28,-3.64,1.93e-07,4.03e-07
"3170","chr7",2563695,2564179,485,"*",4.05,2.75,4.72,-1.97,1.95e-07,4.05e-07
"3171","chr16",85787067,85787327,261,"*",2.45,-0.05,3.31,-3.37,1.95e-07,4.06e-07
"3172","chr5",153676136,153676636,501,"*",3.23,1.79,3.93,-2.14,1.96e-07,4.08e-07
"3173","chr16",30678934,30679242,309,"*",2.98,1.38,3.72,-2.34,1.99e-07,4.14e-07
"3174","chr11",72109087,72109450,364,"*",3.12,1.27,3.91,-2.64,2.01e-07,4.17e-07
"3175","chr12",15375181,15375442,262,"*",2.33,-0.54,3.22,-3.77,2.03e-07,4.22e-07
"3176","chr2",191283553,191283870,318,"*",2.57,0.38,3.41,-3.03,2.04e-07,4.23e-07
"3177","chr17",70122651,70123007,357,"*",3.63,2.34,4.3,-1.96,2.05e-07,4.25e-07
"3178","chr1",21578378,21578733,356,"*",2.8,0.83,3.6,-2.77,2.07e-07,4.29e-07
"3179","chr1",204592442,204592789,348,"*",2.8,0.86,3.6,-2.75,2.07e-07,4.3e-07
"3180","chr10",133978191,133978476,286,"*",2.77,0.67,3.59,-2.92,2.08e-07,4.31e-07
"3181","chr7",7962330,7962662,333,"*",2.86,1.09,3.63,-2.54,2.09e-07,4.34e-07
"3182","chr7",88657184,88657598,415,"*",3.66,2.37,4.33,-1.96,2.1e-07,4.34e-07
"3183","chr10",89465140,89465450,311,"*",2.93,0.94,3.73,-2.8,2.1e-07,4.35e-07
"3184","chr9",13094314,13094651,338,"*",2.91,1.19,3.68,-2.49,2.11e-07,4.37e-07
"3185","chr20",49057235,49057574,340,"*",2.75,0.89,3.53,-2.64,2.11e-07,4.37e-07
"3186","chr2",20657433,20657797,365,"*",2.98,1.27,3.74,-2.47,2.13e-07,4.4e-07
"3187","chr9",84278336,84278617,282,"*",2.86,0.87,3.67,-2.81,2.13e-07,4.4e-07
"3188","chr5",147685521,147685781,261,"*",2.43,-0.05,3.29,-3.35,2.14e-07,4.42e-07
"3189","chr21",20900079,20900478,400,"*",2.4,-0.36,3.29,-3.65,2.14e-07,4.43e-07
"3190","chr5",150594886,150595160,275,"*",2.68,0.54,3.51,-2.97,2.14e-07,4.43e-07
"3191","chr14",67778653,67778980,328,"*",3.85,2.73,4.48,-1.75,2.15e-07,4.43e-07
"3192","chr9",128059113,128059655,543,"*",4.75,3.89,5.28,-1.38,2.17e-07,4.48e-07
"3193","chr5",18091930,18092208,279,"*",2.53,0.21,3.38,-3.17,2.17e-07,4.49e-07
"3194","chr12",52218078,52218410,333,"*",2.55,-0.04,3.43,-3.47,2.18e-07,4.51e-07
"3195","chr1",204972665,204972870,206,"*",2.58,0.35,3.41,-3.06,2.21e-07,4.57e-07
"3196","chr20",40021554,40021845,292,"*",2.74,0.52,3.57,-3.05,2.22e-07,4.58e-07
"3197","chr7",112121894,112122202,309,"*",3.76,2.65,4.38,-1.73,2.23e-07,4.6e-07
"3198","chr19",5298512,5298768,257,"*",2.31,-0.54,3.2,-3.74,2.23e-07,4.6e-07
"3199","chr5",145008747,145009080,334,"*",2.58,0.21,3.44,-3.23,2.24e-07,4.61e-07
"3200","chr5",65738871,65739202,332,"*",2.31,-0.54,3.21,-3.75,2.25e-07,4.65e-07
"3201","chr4",123459168,123459440,273,"*",2.6,0.33,3.44,-3.11,2.26e-07,4.65e-07
"3202","chr5",167689217,167689512,296,"*",2.31,-0.54,3.21,-3.75,2.28e-07,4.69e-07
"3203","chr10",104885627,104885861,235,"*",2.48,0.1,3.34,-3.24,2.29e-07,4.72e-07
"3204","chr14",61929504,61929807,304,"*",2.9,1.12,3.68,-2.56,2.3e-07,4.73e-07
"3205","chr9",33506601,33506860,260,"*",2.43,-0.04,3.29,-3.33,2.3e-07,4.74e-07
"3206","chr7",151492511,151492798,288,"*",2.34,-0.54,3.24,-3.78,2.3e-07,4.74e-07
"3207","chr2",138266394,138266686,293,"*",2.88,1.2,3.64,-2.44,2.33e-07,4.8e-07
"3208","chr6",102055349,102055655,307,"*",2.46,0.17,3.31,-3.14,2.34e-07,4.8e-07
"3209","chr6",54634718,54635012,295,"*",2.3,-0.54,3.2,-3.74,2.34e-07,4.82e-07
"3210","chr18",42411675,42411924,250,"*",2.49,0.11,3.35,-3.24,2.34e-07,4.82e-07
"3211","chr1",201987559,201988158,600,"*",5.12,4.26,5.66,-1.4,2.35e-07,4.82e-07
"3212","chr16",80647752,80648208,457,"*",4.34,3.37,4.92,-1.56,2.37e-07,4.86e-07
"3213","chr1",183231944,183232291,348,"*",3.17,1.7,3.88,-2.19,2.38e-07,4.88e-07
"3214","chrX",17025467,17025718,252,"*",2.3,-0.54,3.19,-3.73,2.38e-07,4.88e-07
"3215","chr16",83976479,83976744,266,"*",2.63,0.44,3.46,-3.02,2.4e-07,4.92e-07
"3216","chr18",3624025,3624494,470,"*",2.64,0.43,3.48,-3.05,2.4e-07,4.92e-07
"3217","chr8",57683369,57683726,358,"*",2.31,-0.54,3.2,-3.75,2.41e-07,4.93e-07
"3218","chr20",49031358,49031787,430,"*",4.57,3.74,5.09,-1.35,2.41e-07,4.94e-07
"3219","chr1",168876284,168876750,467,"*",3.99,2.94,4.59,-1.65,2.42e-07,4.95e-07
"3220","chr3",156661270,156661595,326,"*",3.51,2.31,4.15,-1.84,2.42e-07,4.96e-07
"3221","chr1",32798444,32798732,289,"*",3,1.34,3.76,-2.42,2.43e-07,4.97e-07
"3222","chr5",129761176,129761429,254,"*",2.29,-0.54,3.19,-3.73,2.44e-07,5e-07
"3223","chr17",13224961,13225244,284,"*",2.34,-0.34,3.22,-3.57,2.44e-07,5e-07
"3224","chr15",80961186,80961471,286,"*",2.72,0.53,3.55,-3.02,2.45e-07,5.02e-07
"3225","chr17",64672640,64672958,319,"*",3.15,1.39,3.92,-2.53,2.47e-07,5.04e-07
"3226","chr8",86852553,86852780,228,"*",2.37,-0.2,3.24,-3.44,2.47e-07,5.04e-07
"3227","chr19",19110257,19110582,326,"*",2.66,0.35,3.5,-3.15,2.47e-07,5.05e-07
"3228","chr2",226995984,226996261,278,"*",2.38,-0.54,3.28,-3.82,2.53e-07,5.16e-07
"3229","chr16",70077515,70077919,405,"*",2.66,0.53,3.48,-2.95,2.53e-07,5.16e-07
"3230","chr14",65433693,65434052,360,"*",3.49,2.2,4.16,-1.95,2.53e-07,5.16e-07
"3231","chr3",13319447,13319704,258,"*",2.58,0.21,3.43,-3.22,2.54e-07,5.18e-07
"3232","chr6",149352810,149353101,292,"*",2.87,1.1,3.64,-2.54,2.55e-07,5.21e-07
"3233","chr14",91575692,91576005,314,"*",2.6,0.5,3.42,-2.92,2.57e-07,5.24e-07
"3234","chr19",44289359,44289613,255,"*",2.35,-0.36,3.24,-3.59,2.58e-07,5.27e-07
"3235","chr3",149958614,149958921,308,"*",2.75,0.77,3.55,-2.78,2.6e-07,5.3e-07
"3236","chr2",73740523,73740798,276,"*",2.43,-0.18,3.31,-3.5,2.61e-07,5.31e-07
"3237","chr1",157101884,157102257,374,"*",3.09,1.48,3.84,-2.36,2.61e-07,5.32e-07
"3238","chr12",69811663,69811995,333,"*",2.85,0.95,3.65,-2.7,2.63e-07,5.37e-07
"3239","chr12",23378734,23378986,253,"*",2.32,-0.34,3.2,-3.55,2.64e-07,5.37e-07
"3240","chr15",88005297,88005674,378,"*",2.97,1.19,3.74,-2.55,2.64e-07,5.38e-07
"3241","chr17",73994410,73994817,408,"*",3.5,2.23,4.17,-1.94,2.65e-07,5.39e-07
"3242","chr7",54420655,54420928,274,"*",3,1.5,3.71,-2.21,2.65e-07,5.4e-07
"3243","chr2",134262458,134263072,615,"*",3.88,2.79,4.5,-1.71,2.66e-07,5.4e-07
"3244","chr16",88821731,88822093,363,"*",3.37,1.75,4.12,-2.37,2.66e-07,5.4e-07
"3245","chr22",45155481,45155787,307,"*",2.76,0.77,3.56,-2.79,2.66e-07,5.42e-07
"3246","chr12",93708385,93708803,419,"*",3.53,2.34,4.18,-1.84,2.67e-07,5.43e-07
"3247","chr2",216831120,216831335,216,"*",2.32,-0.36,3.21,-3.57,2.67e-07,5.43e-07
"3248","chr1",201278555,201278881,327,"*",3.47,2.12,4.15,-2.03,2.68e-07,5.43e-07
"3249","chr6",53330634,53330899,266,"*",2.6,0.28,3.44,-3.16,2.7e-07,5.47e-07
"3250","chr5",21201004,21201309,306,"*",2.6,0.48,3.43,-2.95,2.75e-07,5.58e-07
"3251","chr16",78084658,78085261,604,"*",4.84,3.99,5.38,-1.39,2.75e-07,5.58e-07
"3252","chr10",5160466,5160684,219,"*",2.57,0.36,3.41,-3.05,2.75e-07,5.59e-07
"3253","chr7",116082222,116082456,235,"*",2.67,0.54,3.5,-2.96,2.76e-07,5.6e-07
"3254","chr7",140672897,140673188,292,"*",2.73,0.77,3.54,-2.76,2.78e-07,5.64e-07
"3255","chr20",58030920,58031238,319,"*",2.54,0.17,3.4,-3.23,2.79e-07,5.66e-07
"3256","chr8",28005729,28006040,312,"*",2.43,-0.54,3.33,-3.87,2.83e-07,5.73e-07
"3257","chr12",61078754,61079109,356,"*",3.54,2.36,4.18,-1.82,2.83e-07,5.73e-07
"3258","chr2",205812314,205812655,342,"*",2.99,1.26,3.76,-2.5,2.84e-07,5.75e-07
"3259","chr9",108675078,108675434,357,"*",3.84,2.71,4.46,-1.75,2.84e-07,5.75e-07
"3260","chr5",95177636,95177936,301,"*",2.5,0.08,3.36,-3.28,2.85e-07,5.77e-07
"3261","chr6",42194577,42194879,303,"*",3.59,2.47,4.21,-1.74,2.86e-07,5.79e-07
"3262","chr17",38711795,38712084,290,"*",2.44,-0.02,3.31,-3.32,2.88e-07,5.82e-07
"3263","chr13",20205706,20206004,299,"*",2.6,0.51,3.42,-2.91,2.88e-07,5.82e-07
"3264","chr1",108281183,108281425,243,"*",3.13,1.53,3.87,-2.33,2.88e-07,5.82e-07
"3265","chr1",234688859,234689158,300,"*",2.77,0.85,3.56,-2.71,2.89e-07,5.85e-07
"3266","chr4",5981704,5981940,237,"*",2.39,-0.2,3.26,-3.46,2.92e-07,5.89e-07
"3267","chr19",47406663,47407074,412,"*",3.55,2.24,4.23,-1.99,2.94e-07,5.93e-07
"3268","chr11",76731320,76731627,308,"*",4.01,3.04,4.59,-1.56,2.94e-07,5.93e-07
"3269","chr5",71048282,71049014,733,"*",4.08,3.14,4.64,-1.5,2.96e-07,5.97e-07
"3270","chr5",177551232,177551591,360,"*",3.64,2.28,4.33,-2.05,2.96e-07,5.97e-07
"3271","chr9",109893933,109894238,306,"*",2.35,-0.18,3.22,-3.41,2.96e-07,5.97e-07
"3272","chr9",136253267,136253508,242,"*",2.65,0.46,3.49,-3.03,2.97e-07,5.98e-07
"3273","chr8",143415179,143415496,318,"*",2.62,0.43,3.45,-3.02,2.97e-07,5.98e-07
"3274","chr1",152701506,152701785,280,"*",2.64,0.73,3.43,-2.7,2.98e-07,6e-07
"3275","chr10",119242716,119243026,311,"*",2.78,0.97,3.56,-2.6,2.99e-07,6.02e-07
"3276","chr16",5026909,5027204,296,"*",2.82,0.83,3.63,-2.8,3.02e-07,6.08e-07
"3277","chr1",151828233,151828512,280,"*",2.6,0.44,3.43,-2.98,3.1e-07,6.24e-07
"3278","chrX",106586621,106586939,319,"*",2.37,-0.18,3.24,-3.42,3.12e-07,6.27e-07
"3279","chr12",52541179,52541602,424,"*",4.5,2.57,5.29,-2.72,3.12e-07,6.27e-07
"3280","chr11",100732030,100732356,327,"*",3,1.34,3.75,-2.41,3.13e-07,6.3e-07
"3281","chr11",86506913,86507249,337,"*",2.94,1.23,3.7,-2.47,3.14e-07,6.3e-07
"3282","chr6",31137234,31137786,553,"*",3.8,2.52,4.46,-1.94,3.14e-07,6.31e-07
"3283","chr18",64541137,64541542,406,"*",3.37,2.02,4.06,-2.03,3.14e-07,6.31e-07
"3284","chr12",6472756,6473447,692,"*",4.71,3.89,5.23,-1.34,3.17e-07,6.36e-07
"3285","chr7",99867401,99867659,259,"*",2.61,0.46,3.44,-2.98,3.18e-07,6.38e-07
"3286","chr8",114265948,114266355,408,"*",3.38,2.15,4.04,-1.89,3.19e-07,6.41e-07
"3287","chr17",72734450,72734775,326,"*",3.53,2.12,4.23,-2.1,3.23e-07,6.49e-07
"3288","chr4",75869464,75869826,363,"*",3.15,1.55,3.89,-2.33,3.25e-07,6.53e-07
"3289","chr6",119767871,119768399,529,"*",4.72,3.97,5.22,-1.25,3.25e-07,6.53e-07
"3290","chr7",102633460,102633762,303,"*",3.48,2.22,4.15,-1.93,3.26e-07,6.53e-07
"3291","chr1",204114528,204114755,228,"*",2.6,0.32,3.44,-3.12,3.27e-07,6.54e-07
"3292","chr1",57277013,57277266,254,"*",2.32,-0.34,3.2,-3.55,3.27e-07,6.54e-07
"3293","chr1",120561689,120562129,441,"*",2.69,0.55,3.52,-2.97,3.27e-07,6.54e-07
"3294","chr10",104991993,104992347,355,"*",3.85,2.69,4.48,-1.79,3.27e-07,6.55e-07
"3295","chr15",96316102,96316490,389,"*",3.24,1.85,3.94,-2.09,3.28e-07,6.57e-07
"3296","chr20",809614,810011,398,"*",3.24,1.77,3.96,-2.18,3.28e-07,6.57e-07
"3297","chr2",123804787,123805084,298,"*",2.74,0.94,3.51,-2.58,3.3e-07,6.61e-07
"3298","chr12",64255994,64256277,284,"*",3.61,2.45,4.25,-1.8,3.32e-07,6.64e-07
"3299","chr11",30560827,30561061,235,"*",2.28,-0.54,3.18,-3.72,3.33e-07,6.66e-07
"3300","chr8",103819092,103819447,356,"*",2.71,0.65,3.53,-2.88,3.36e-07,6.72e-07
"3301","chr1",186098860,186099180,321,"*",2.75,0.97,3.52,-2.55,3.37e-07,6.74e-07
"3302","chr4",190791646,190791919,274,"*",2.33,-0.09,3.19,-3.29,3.37e-07,6.74e-07
"3303","chr7",26403466,26403709,244,"*",2.73,0.8,3.53,-2.73,3.38e-07,6.74e-07
"3304","chr9",115147123,115147453,331,"*",3.32,2.04,3.98,-1.94,3.38e-07,6.75e-07
"3305","chr2",237984656,237984964,309,"*",2.86,1.07,3.63,-2.57,3.39e-07,6.76e-07
"3306","chr20",49440767,49441060,294,"*",2.69,0.55,3.52,-2.97,3.41e-07,6.8e-07
"3307","chr19",17902099,17902387,289,"*",2.76,0.8,3.56,-2.76,3.42e-07,6.82e-07
"3308","chr15",96613848,96614132,285,"*",3.07,1.45,3.81,-2.36,3.43e-07,6.83e-07
"3309","chr7",105712925,105713168,244,"*",2.58,0.45,3.41,-2.96,3.43e-07,6.84e-07
"3310","chr12",102002164,102002489,326,"*",3.38,2.03,4.07,-2.04,3.45e-07,6.88e-07
"3311","chr15",99058542,99058832,291,"*",2.25,-0.54,3.14,-3.69,3.46e-07,6.89e-07
"3312","chr3",63923401,63923950,550,"*",4.93,4.19,5.41,-1.22,3.48e-07,6.93e-07
"3313","chr10",8913336,8913634,299,"*",2.9,1.27,3.64,-2.37,3.48e-07,6.93e-07
"3314","chr4",6749466,6749733,268,"*",2.27,-0.54,3.17,-3.71,3.49e-07,6.94e-07
"3315","chr16",88828359,88828634,276,"*",2.78,0.92,3.57,-2.65,3.5e-07,6.97e-07
"3316","chr11",68111434,68111781,348,"*",3.42,2.19,4.08,-1.89,3.53e-07,7.01e-07
"3317","chr13",114536455,114537007,553,"*",3.04,1.58,3.75,-2.17,3.55e-07,7.06e-07
"3318","chr19",39688447,39688720,274,"*",2.45,-0.2,3.32,-3.52,3.56e-07,7.07e-07
"3319","chr2",224609318,224609575,258,"*",2.31,-0.36,3.19,-3.55,3.57e-07,7.1e-07
"3320","chr2",129039531,129039756,226,"*",2.28,-0.54,3.17,-3.71,3.57e-07,7.1e-07
"3321","chr12",76338246,76338562,317,"*",2.99,1.41,3.73,-2.31,3.57e-07,7.1e-07
"3322","chr1",109693784,109694286,503,"*",4.62,2.76,5.41,-2.65,3.59e-07,7.13e-07
"3323","chr3",194053890,194054232,343,"*",3.32,1.91,4.02,-2.11,3.59e-07,7.13e-07
"3324","chr12",52738288,52739092,805,"*",4.88,4.13,5.38,-1.25,3.61e-07,7.16e-07
"3325","chr2",100190644,100190913,270,"*",2.3,-0.36,3.18,-3.54,3.61e-07,7.16e-07
