"","seqnames","start","end","width","strand","Conc","Conc_none","Conc_Estrogen","Fold","p.value","FDR"
"13808","chr10",310444,310944,501,"*",2.89,0.26,3.77,-3.5,0.000368,0.000687
"13809","chr6",110048826,110049230,405,"*",4.78,3.37,5.48,-2.11,0.000368,0.000687
"13810","chr14",54718130,54718287,158,"*",2.85,0.22,3.73,-3.51,0.000369,0.000689
"13811","chr11",130523811,130523986,176,"*",2.94,0.54,3.8,-3.25,0.000369,0.000689
"13812","chr14",76181668,76181859,192,"*",2.79,-0.2,3.7,-3.89,0.000369,0.00069
"13813","chr6",15949699,15949911,213,"*",3,0.22,3.89,-3.67,0.00037,0.00069
"13814","chr1",161641119,161641541,423,"*",3.29,1.24,4.1,-2.86,0.00037,0.000692
"13815","chr10",88363100,88363332,233,"*",2.81,-0.2,3.72,-3.91,0.000371,0.000692
"13816","chr10",102829955,102830240,286,"*",3.75,2.08,4.5,-2.42,0.000371,0.000692
"13817","chr19",1169160,1169355,196,"*",2.83,0.17,3.72,-3.54,0.000371,0.000692
"13818","chr16",25131488,25131770,283,"*",2.93,0.17,3.81,-3.64,0.000371,0.000692
"13819","chr17",16924946,16925161,216,"*",2.99,0.51,3.86,-3.35,0.000372,0.000694
"13820","chr19",16274749,16274954,206,"*",3.08,0.8,3.92,-3.12,0.000372,0.000695
"13821","chr4",8202562,8202870,309,"*",3.74,2.04,4.49,-2.45,0.000373,0.000696
"13822","chr21",30788622,30788881,260,"*",3.8,2.05,4.56,-2.51,0.000373,0.000696
"13823","chr8",74060335,74060601,267,"*",2.97,0.54,3.83,-3.29,0.000373,0.000696
"13824","chr3",129392732,129393008,277,"*",3.59,2.03,4.32,-2.3,0.000373,0.000696
"13825","chr2",238397081,238397304,224,"*",2.79,-0.2,3.7,-3.9,0.000374,0.000698
"13826","chr6",109657924,109658252,329,"*",4.04,2.4,4.79,-2.39,0.000375,0.000699
"13827","chr10",32649213,32649502,290,"*",4.79,3.45,5.47,-2.02,0.000375,0.000699
"13828","chr6",72199450,72199955,506,"*",4.47,3.02,5.18,-2.16,0.000376,0.000701
"13829","chr19",5287538,5287765,228,"*",2.83,-0.2,3.74,-3.93,0.000377,0.000703
"13830","chr10",114795676,114795834,159,"*",2.72,-0.2,3.63,-3.82,0.000378,0.000704
"13831","chr2",192269381,192269772,392,"*",4.1,2.64,4.81,-2.17,0.000379,0.000707
"13832","chr14",62028391,62028871,481,"*",4.93,3.68,5.59,-1.91,0.000379,0.000707
"13833","chr8",71744248,71744481,234,"*",3.26,1.22,4.08,-2.86,0.000381,0.000709
"13834","chr3",17036502,17036816,315,"*",3.45,1.71,4.21,-2.5,0.000381,0.00071
"13835","chr10",17205082,17205274,193,"*",3.11,0.71,3.96,-3.25,0.000381,0.00071
"13836","chr16",88055814,88055967,154,"*",2.77,-0.2,3.68,-3.87,0.000381,0.00071
"13837","chr16",89721604,89721766,163,"*",2.77,-0.2,3.68,-3.87,0.000381,0.00071
"13838","chr12",53300340,53300709,370,"*",4.45,2.89,5.18,-2.29,0.000381,0.00071
"13839","chr3",172314552,172314883,332,"*",4.18,2.33,4.96,-2.63,0.000381,0.00071
"13840","chr7",1401561,1401762,202,"*",3.11,0.95,3.94,-3,0.000382,0.000712
"13841","chr2",234128525,234128721,197,"*",2.72,-0.2,3.62,-3.82,0.000382,0.000712
"13842","chr19",2489209,2489578,370,"*",4.74,3.02,5.5,-2.49,0.000382,0.000712
"13843","chrX",115416558,115417099,542,"*",6.77,5.63,7.4,-1.76,0.000383,0.000714
"13844","chr12",122462090,122462396,307,"*",4.44,2.91,5.17,-2.26,0.000384,0.000714
"13845","chr2",83342810,83343086,277,"*",3.69,2.21,4.41,-2.2,0.000384,0.000715
"13846","chr6",19802733,19802950,218,"*",3.43,1.7,4.2,-2.51,0.000384,0.000716
"13847","chr3",40966230,40966711,482,"*",3.62,1.64,4.42,-2.78,0.000385,0.000716
"13848","chr21",33163584,33163835,252,"*",3.54,1.66,4.33,-2.67,0.000385,0.000718
"13849","chr11",66619061,66619280,220,"*",2.97,0.47,3.84,-3.37,0.000386,0.000718
"13850","chr6",138303779,138303948,170,"*",3.08,0.71,3.93,-3.22,0.000386,0.000718
"13851","chr10",92052999,92053209,211,"*",2.83,-0.2,3.74,-3.94,0.000386,0.000719
"13852","chr2",24562141,24562428,288,"*",3.17,0.77,4.03,-3.26,0.000387,0.00072
"13853","chr4",140481878,140482063,186,"*",2.71,-0.2,3.61,-3.81,0.000387,0.00072
"13854","chr3",16498327,16498522,196,"*",3.22,1,4.05,-3.05,0.000387,0.00072
"13855","chr14",106188618,106189006,389,"*",3.19,1.13,4.01,-2.88,0.000387,0.000721
"13856","chr1",111771053,111771318,266,"*",3.83,2.38,4.54,-2.16,0.000387,0.000721
"13857","chr2",207904994,207905189,196,"*",2.8,0.17,3.68,-3.51,0.000388,0.000722
"13858","chr16",16588518,16589279,762,"*",3.55,1.92,4.29,-2.37,0.000389,0.000725
"13859","chr8",17189859,17190088,230,"*",2.72,-0.2,3.62,-3.82,0.000389,0.000725
"13860","chr1",1015564,1015866,303,"*",3.16,1,3.99,-2.99,0.00039,0.000726
"13861","chr6",87495318,87495475,158,"*",2.71,-0.2,3.61,-3.81,0.000391,0.000728
"13862","chr9",129266259,129266577,319,"*",3.48,1.76,4.24,-2.48,0.000391,0.000728
"13863","chr5",75698127,75698569,443,"*",4.9,3.55,5.58,-2.03,0.000391,0.000728
"13864","chr17",73553952,73554173,222,"*",3.91,2.4,4.63,-2.23,0.000392,0.000729
"13865","chr14",41890070,41890253,184,"*",3.45,1.59,4.23,-2.64,0.000392,0.000729
"13866","chr19",56602459,56602667,209,"*",3.08,0.47,3.95,-3.49,0.000393,0.00073
"13867","chr2",58089363,58089560,198,"*",2.73,-0.2,3.63,-3.82,0.000393,0.000731
"13868","chr16",17438307,17438694,388,"*",4.35,2.69,5.1,-2.4,0.000394,0.000732
"13869","chr8",1911318,1911589,272,"*",2.73,-0.2,3.63,-3.83,0.000395,0.000735
"13870","chr19",51181693,51181947,255,"*",3.02,0.22,3.91,-3.69,0.000397,0.000737
"13871","chr13",45128806,45129018,213,"*",3.03,-0.2,3.95,-4.15,0.000397,0.000738
"13872","chr1",9049998,9050325,328,"*",4.18,2.74,4.89,-2.15,0.000397,0.000738
"13873","chrX",153315119,153315410,292,"*",3.19,0.95,4.03,-3.08,0.000397,0.000738
"13874","chr14",74207117,74207304,188,"*",3.19,0.89,4.04,-3.15,0.000397,0.000738
"13875","chr13",23558050,23558386,337,"*",3.77,2.19,4.51,-2.32,0.000398,0.000739
"13876","chr9",111656579,111656788,210,"*",3.44,1.43,4.25,-2.82,0.000398,0.00074
"13877","chr1",7170454,7170621,168,"*",2.7,-0.2,3.6,-3.8,0.000399,0.000741
"13878","chr12",132347660,132348126,467,"*",4.06,2.24,4.84,-2.59,0.000399,0.000741
"13879","chr10",34506586,34506808,223,"*",3.68,1.93,4.44,-2.51,0.000399,0.000742
"13880","chr11",66403238,66403400,163,"*",2.76,-0.2,3.66,-3.86,0.000401,0.000744
"13881","chr18",32072622,32072829,208,"*",3.03,0.89,3.86,-2.97,0.000401,0.000745
"13882","chr2",6050237,6050506,270,"*",2.72,-0.2,3.62,-3.82,0.000402,0.000746
"13883","chr8",94130821,94131092,272,"*",4.31,2.74,5.04,-2.31,0.000402,0.000747
"13884","chr11",62643260,62643534,275,"*",3.93,2.39,4.66,-2.27,0.000402,0.000747
"13885","chr21",20994305,20994511,207,"*",2.76,-0.2,3.67,-3.86,0.000402,0.000747
"13886","chr16",72445309,72445515,207,"*",2.97,0.47,3.83,-3.36,0.000403,0.000748
"13887","chr7",99568767,99569139,373,"*",4.04,2.49,4.77,-2.29,0.000403,0.000748
"13888","chr11",65891377,65891582,206,"*",2.96,0.17,3.85,-3.68,0.000404,0.000749
"13889","chr19",19716884,19717187,304,"*",3.64,1.73,4.43,-2.71,0.000404,0.00075
"13890","chr11",2431326,2431745,420,"*",4.13,2.51,4.87,-2.36,0.000405,0.000752
"13891","chr7",107731822,107732191,370,"*",5.29,3.84,6,-2.16,0.000405,0.000752
"13892","chr2",161084503,161084889,387,"*",4.43,3.19,5.08,-1.9,0.000406,0.000753
"13893","chr6",56154859,56155041,183,"*",3.03,0.54,3.9,-3.35,0.000407,0.000755
"13894","chr7",42324881,42325413,533,"*",4.66,3.15,5.38,-2.23,0.000408,0.000758
"13895","chr12",118808681,118808935,255,"*",3.19,1.1,4.01,-2.91,0.000411,0.000763
"13896","chr8",71407179,71407389,211,"*",2.79,-0.2,3.7,-3.89,0.000411,0.000763
"13897","chr3",150488502,150488691,190,"*",2.98,0.71,3.83,-3.12,0.000412,0.000765
"13898","chr15",90698398,90698628,231,"*",4.17,2.78,4.87,-2.09,0.000414,0.000769
"13899","chr12",121964343,121964558,216,"*",2.71,-0.2,3.61,-3.81,0.000415,0.00077
"13900","chr9",130769020,130769317,298,"*",3.85,2.23,4.59,-2.36,0.000416,0.000771
"13901","chr10",105552362,105552563,202,"*",2.75,-0.2,3.65,-3.85,0.000416,0.000771
"13902","chr4",111525690,111525900,211,"*",2.75,-0.2,3.65,-3.85,0.000416,0.000771
"13903","chr14",90977111,90977330,220,"*",2.94,-0.2,3.86,-4.05,0.000416,0.000771
"13904","chr10",9220555,9221135,581,"*",5.62,4.16,6.33,-2.17,0.000416,0.000772
"13905","chr10",88782142,88782443,302,"*",2.97,0.54,3.83,-3.28,0.000416,0.000772
"13906","chr6",18386632,18386915,284,"*",3.43,1.64,4.2,-2.56,0.000418,0.000775
"13907","chr14",67399400,67399618,219,"*",3.4,1.63,4.17,-2.54,0.000418,0.000776
"13908","chr5",80667352,80667673,322,"*",3.51,1.56,4.31,-2.75,0.000419,0.000777
"13909","chr6",11435043,11435394,352,"*",4.07,2.75,4.75,-2,0.000419,0.000777
"13910","chr9",101137616,101137926,311,"*",3.68,1.96,4.44,-2.48,0.000419,0.000778
"13911","chr17",12634463,12634878,416,"*",4.03,2.59,4.74,-2.14,0.00042,0.000779
"13912","chr2",47137257,47137570,314,"*",2.85,0.17,3.73,-3.56,0.00042,0.000779
"13913","chr1",17339678,17339864,187,"*",3.06,0.54,3.92,-3.38,0.000421,0.00078
"13914","chr6",87319608,87319829,222,"*",2.84,-0.2,3.75,-3.94,0.000421,0.000781
"13915","chr2",139194861,139195300,440,"*",4.06,2.54,4.79,-2.25,0.000421,0.000781
"13916","chr12",125027653,125027948,296,"*",2.92,0.22,3.8,-3.58,0.000421,0.000781
"13917","chr8",22816869,22817171,303,"*",2.83,-0.2,3.74,-3.93,0.000422,0.000781
"13918","chr11",107279595,107279752,158,"*",3.07,1,3.89,-2.89,0.000423,0.000783
"13919","chr10",123754573,123754766,194,"*",3,0.54,3.86,-3.31,0.000424,0.000785
"13920","chrX",67849797,67850077,281,"*",2.75,-0.2,3.65,-3.84,0.000424,0.000785
"13921","chr5",92085767,92085951,185,"*",3.34,1.39,4.14,-2.75,0.000424,0.000786
"13922","chr9",83935915,83936326,412,"*",5.08,3.81,5.75,-1.95,0.000424,0.000786
"13923","chr16",692692,692995,304,"*",3.86,2.23,4.61,-2.38,0.000425,0.000787
"13924","chr5",58344885,58345179,295,"*",4.29,2.93,4.98,-2.05,0.000425,0.000788
"13925","chr7",142945920,142946231,312,"*",3.13,0.17,4.03,-3.86,0.000425,0.000788
"13926","chr20",19739008,19739423,416,"*",5.14,3.7,5.84,-2.15,0.000426,0.000788
"13927","chr10",114788531,114788760,230,"*",2.78,-0.2,3.69,-3.89,0.000427,0.00079
"13928","chr15",23827678,23827860,183,"*",2.93,0.22,3.81,-3.59,0.000428,0.000792
"13929","chr15",93412676,93412862,187,"*",3.17,1.1,3.99,-2.89,0.000428,0.000793
"13930","chr9",35518648,35518907,260,"*",2.92,-0.2,3.83,-4.03,0.000429,0.000794
"13931","chr10",130349782,130350043,262,"*",3.58,1.76,4.37,-2.6,0.000429,0.000794
"13932","chr19",8453116,8453324,209,"*",3.21,1.31,4.01,-2.7,0.000429,0.000794
"13933","chr6",167662466,167662731,266,"*",2.86,-0.2,3.77,-3.96,0.000429,0.000795
"13934","chr2",234180424,234180922,499,"*",4.11,2.55,4.84,-2.29,0.00043,0.000796
"13935","chr3",149125656,149125871,216,"*",3.34,1.56,4.11,-2.56,0.000431,0.000797
"13936","chr16",54683773,54684053,281,"*",3.13,0.54,4.01,-3.47,0.000431,0.000797
"13937","chr12",111799192,111799383,192,"*",2.73,-0.2,3.63,-3.83,0.000432,0.000799
"13938","chr1",23435603,23435783,181,"*",2.81,-0.2,3.72,-3.92,0.000432,0.000799
"13939","chr18",2461392,2461801,410,"*",3.9,2.34,4.63,-2.29,0.000432,0.000799
"13940","chr12",54343162,54343633,472,"*",4.04,2.45,4.78,-2.33,0.000432,8e-04
"13941","chr4",113480145,113480422,278,"*",2.96,0.54,3.82,-3.28,0.000432,8e-04
"13942","chr5",13498569,13498810,242,"*",3.91,2.47,4.62,-2.15,0.000433,0.000801
"13943","chr9",124408228,124408589,362,"*",3.54,1.74,4.32,-2.58,0.000434,0.000802
"13944","chr15",91078524,91078751,228,"*",3.34,1.37,4.15,-2.78,0.000434,0.000803
"13945","chr1",94713383,94713652,270,"*",2.9,0.22,3.78,-3.56,0.000435,0.000804
"13946","chr2",166269741,166269934,194,"*",3.34,1.52,4.12,-2.6,0.000435,0.000804
"13947","chr11",45969456,45969630,175,"*",2.74,-0.2,3.64,-3.84,0.000435,0.000804
"13948","chr3",169342459,169342742,284,"*",3.85,2.41,4.56,-2.15,0.000435,0.000805
"13949","chr9",130882626,130882878,253,"*",2.96,0.22,3.84,-3.62,0.000436,0.000806
"13950","chr3",96602194,96602473,280,"*",2.8,0.17,3.67,-3.5,0.000438,0.00081
"13951","chr1",161640454,161640892,439,"*",2.75,-0.2,3.65,-3.85,0.000438,0.00081
"13952","chr14",36076740,36076902,163,"*",2.75,-0.2,3.65,-3.85,0.000438,0.00081
"13953","chr18",19552385,19552577,193,"*",2.75,-0.2,3.65,-3.85,0.000438,0.00081
"13954","chr21",41114445,41114853,409,"*",3.75,2.13,4.49,-2.37,0.000438,0.00081
"13955","chr2",161489139,161489376,238,"*",3.19,1.1,4.01,-2.91,0.000439,0.000811
"13956","chr14",88660948,88661452,505,"*",4.23,2.78,4.94,-2.16,0.000439,0.000811
"13957","chr3",161125030,161125279,250,"*",3.94,2.34,4.68,-2.34,0.000439,0.000811
"13958","chr11",67195102,67195349,248,"*",3.13,0.95,3.96,-3.01,0.00044,0.000812
"13959","chr2",237554262,237554811,550,"*",4.65,3.19,5.36,-2.17,0.00044,0.000813
"13960","chr4",39972446,39972715,270,"*",2.85,-0.2,3.76,-3.96,0.00044,0.000814
"13961","chr10",103724868,103725190,323,"*",4.05,2.59,4.76,-2.16,0.000441,0.000814
"13962","chr9",96869544,96869854,311,"*",4.2,2.69,4.93,-2.24,0.000441,0.000815
"13963","chr6",25036270,25036513,244,"*",2.79,-0.2,3.69,-3.89,0.000441,0.000815
"13964","chr10",80218851,80219059,209,"*",3.87,2.36,4.59,-2.24,0.000441,0.000815
"13965","chr16",1520918,1521361,444,"*",4.36,2.95,5.06,-2.11,0.000443,0.000817
"13966","chr19",35779891,35780099,209,"*",2.76,-0.2,3.67,-3.86,0.000444,0.000819
"13967","chr5",67830201,67830482,282,"*",4.09,2.58,4.82,-2.24,0.000444,0.000819
"13968","chr19",5872304,5872522,219,"*",2.88,-0.2,3.79,-3.99,0.000444,0.00082
"13969","chr4",35883750,35884029,280,"*",2.77,-0.2,3.67,-3.87,0.000444,0.00082
"13970","chr14",64585732,64585938,207,"*",3.55,2.01,4.28,-2.27,0.000444,0.00082
"13971","chr17",38174995,38175174,180,"*",2.72,-0.2,3.62,-3.82,0.000445,0.000821
"13972","chr1",53999842,54000079,238,"*",3.17,1.03,4,-2.97,0.000445,0.000822
"13973","chr18",70985993,70986229,237,"*",3.38,1.56,4.16,-2.61,0.000447,0.000824
"13974","chr1",113007143,113007321,179,"*",3.09,1.08,3.91,-2.83,0.000447,0.000825
"13975","chr16",8770933,8771111,179,"*",3.24,1.03,4.08,-3.05,0.000447,0.000825
"13976","chr5",11385621,11385871,251,"*",3.81,2.27,4.54,-2.26,0.000447,0.000825
"13977","chr9",137816879,137817037,159,"*",2.82,0.17,3.7,-3.52,0.000448,0.000826
"13978","chr12",589535,589726,192,"*",2.78,-0.2,3.69,-3.88,0.000448,0.000826
"13979","chr1",85426149,85426384,236,"*",3.03,0.89,3.86,-2.97,0.000448,0.000826
"13980","chr6",41615017,41615271,255,"*",3.5,1.5,4.31,-2.8,0.000448,0.000827
"13981","chr16",1133092,1133318,227,"*",3.42,1.49,4.22,-2.73,0.000448,0.000827
"13982","chr22",29275800,29276032,233,"*",2.8,-0.2,3.71,-3.91,0.000449,0.000828
"13983","chr4",10009902,10010127,226,"*",3.24,1.43,4.02,-2.59,0.000449,0.000828
"13984","chr12",121604197,121604576,380,"*",3.88,2.51,4.57,-2.06,0.00045,0.00083
"13985","chr1",226085887,226086127,241,"*",3.29,1.29,4.1,-2.81,0.00045,0.00083
"13986","chr4",40420493,40420700,208,"*",2.74,-0.2,3.64,-3.83,0.00045,0.000831
"13987","chr4",79472808,79473250,443,"*",5.09,3.66,5.79,-2.13,0.000451,0.000831
"13988","chr8",144067045,144067272,228,"*",3.54,1.85,4.29,-2.44,0.000451,0.000832
"13989","chrX",73233890,73234112,223,"*",3.34,1.56,4.11,-2.55,0.000452,0.000833
"13990","chr3",70787003,70787411,409,"*",4.23,2.89,4.92,-2.02,0.000452,0.000833
"13991","chr4",78801831,78802158,328,"*",4.37,2.97,5.06,-2.1,0.000452,0.000834
"13992","chr13",113606207,113606541,335,"*",3.17,0.78,4.03,-3.25,0.000453,0.000835
"13993","chr13",39445495,39445650,156,"*",2.69,-0.2,3.59,-3.78,0.000453,0.000835
"13994","chr7",151572336,151572857,522,"*",4.84,3.55,5.51,-1.96,0.000453,0.000836
"13995","chr14",104091200,104091433,234,"*",3.3,1.33,4.11,-2.78,0.000455,0.000839
"13996","chr21",42795728,42795937,210,"*",3.12,1.03,3.94,-2.91,0.000455,0.000839
"13997","chr10",33638607,33638841,235,"*",3.09,0.92,3.92,-3,0.000455,0.000839
"13998","chr10",71076022,71076215,194,"*",2.75,-0.2,3.65,-3.85,0.000455,0.000839
"13999","chr17",2995029,2995240,212,"*",2.7,-0.2,3.6,-3.8,0.000456,0.00084
"14000","chr11",35411378,35411887,510,"*",6.85,5.72,7.48,-1.75,0.000457,0.000842
"14001","chr3",129075455,129075634,180,"*",2.77,-0.2,3.68,-3.87,0.000457,0.000842
"14002","chr5",106463449,106463739,291,"*",3.03,0.61,3.88,-3.27,0.000457,0.000842
"14003","chr2",96406069,96406284,216,"*",2.8,0.17,3.68,-3.5,0.000457,0.000842
"14004","chr16",49044258,49044730,473,"*",6.16,5.08,6.77,-1.69,0.000457,0.000842
"14005","chr18",2745265,2745498,234,"*",3.02,0.89,3.85,-2.96,0.000458,0.000843
"14006","chr18",24344638,24344905,268,"*",3.49,1.83,4.25,-2.41,0.000458,0.000843
"14007","chr1",111779533,111779723,191,"*",3.3,1.33,4.1,-2.78,0.000458,0.000844
"14008","chr1",61964101,61964308,208,"*",2.84,0.26,3.71,-3.45,0.000458,0.000844
"14009","chr19",4351474,4351727,254,"*",2.87,0.22,3.75,-3.53,0.000459,0.000845
"14010","chr14",79791472,79791695,224,"*",4.27,2.93,4.95,-2.03,0.00046,0.000846
"14011","chr18",52339837,52340379,543,"*",5.2,3.89,5.87,-1.98,0.00046,0.000847
"14012","chr1",59495081,59495332,252,"*",3.23,1.39,4.02,-2.63,0.000461,0.000848
"14013","chr3",160522689,160522893,205,"*",3.16,1.08,3.98,-2.9,0.000461,0.000849
"14014","chr8",130444264,130444459,196,"*",2.91,0.47,3.77,-3.3,0.000461,0.000849
"14015","chr15",96613885,96614159,275,"*",4.03,2.5,4.76,-2.25,0.000462,0.000849
"14016","chr16",14733682,14733835,154,"*",2.7,-0.2,3.6,-3.79,0.000463,0.000851
"14017","chr17",55435529,55435705,177,"*",4.86,3.51,5.54,-2.04,0.000463,0.000851
"14018","chr20",18084222,18084417,196,"*",3.32,1.39,4.11,-2.73,0.000463,0.000851
"14019","chr19",35411233,35411475,243,"*",2.71,-0.2,3.61,-3.81,0.000463,0.000851
"14020","chr20",34679585,34679792,208,"*",2.87,0.47,3.73,-3.26,0.000463,0.000852
"14021","chr6",11045821,11046077,257,"*",3.25,1.31,4.05,-2.74,0.000465,0.000855
"14022","chr3",24203352,24203594,243,"*",3.27,1.33,4.07,-2.74,0.000465,0.000855
"14023","chr8",13124887,13125113,227,"*",3.15,1.24,3.95,-2.71,0.000465,0.000856
"14024","chr11",31082608,31082851,244,"*",2.87,0.47,3.73,-3.26,0.000467,0.000859
"14025","chr4",39490415,39490572,158,"*",2.87,0.54,3.71,-3.17,0.000468,0.00086
"14026","chr17",74262836,74263032,197,"*",3.14,1.13,3.95,-2.82,0.000468,0.000861
"14027","chr10",29908218,29908436,219,"*",3.18,1.1,4,-2.89,0.000468,0.000861
"14028","chr8",95981047,95981297,251,"*",3.59,1.97,4.33,-2.36,0.000469,0.000862
"14029","chr10",28197297,28197661,365,"*",4.09,2.72,4.78,-2.06,0.00047,0.000863
"14030","chr11",71164917,71165436,520,"*",4.36,2.84,5.09,-2.24,0.00047,0.000864
"14031","chr22",50344730,50345386,657,"*",4.41,2.95,5.12,-2.17,0.000471,0.000865
"14032","chr2",224590394,224590624,231,"*",3.56,1.49,4.37,-2.89,0.000471,0.000865
"14033","chr11",17537033,17537260,228,"*",2.75,-0.2,3.66,-3.85,0.000471,0.000866
"14034","chr7",117565279,117565491,213,"*",2.94,0.61,3.79,-3.18,0.000471,0.000866
"14035","chr17",66215968,66216287,320,"*",3.61,1.43,4.44,-3.01,0.000473,0.000869
"14036","chr4",6405612,6405940,329,"*",3.42,1.66,4.19,-2.53,0.000473,0.000869
"14037","chr6",159218418,159218702,285,"*",3.63,1.85,4.4,-2.55,0.000473,0.000869
"14038","chr12",120003186,120003429,244,"*",2.75,-0.2,3.66,-3.85,0.000474,0.00087
"14039","chr3",133171623,133172198,576,"*",5.82,4.64,6.46,-1.82,0.000474,0.00087
"14040","chr12",120085786,120086119,334,"*",2.92,0.54,3.77,-3.23,0.000474,0.000871
"14041","chr18",74801058,74801486,429,"*",4.17,2.65,4.89,-2.25,0.000475,0.000871
"14042","chr6",38506540,38506727,188,"*",2.9,0.17,3.79,-3.61,0.000475,0.000872
"14043","chr14",67969670,67970041,372,"*",4.35,2.96,5.05,-2.08,0.000475,0.000872
"14044","chr2",101741407,101741755,349,"*",4.48,3.12,5.17,-2.05,0.000475,0.000873
"14045","chr6",22249192,22249423,232,"*",3.19,1.1,4.01,-2.9,0.000476,0.000873
"14046","chr19",39198295,39198603,309,"*",2.97,0.61,3.82,-3.21,0.000476,0.000873
"14047","chr1",189743892,189744419,528,"*",4.78,3.59,5.43,-1.83,0.000476,0.000874
"14048","chr9",15350515,15350713,199,"*",2.99,0.26,3.88,-3.62,0.000477,0.000875
"14049","chr12",7965464,7965753,290,"*",2.79,0.22,3.66,-3.44,0.000477,0.000875
"14050","chr3",48703190,48703396,207,"*",2.79,0.22,3.66,-3.44,0.000477,0.000876
"14051","chr13",106571434,106571782,349,"*",3.25,1.15,4.07,-2.92,0.000477,0.000876
"14052","chr8",8318840,8319239,400,"*",4.19,2.68,4.91,-2.23,0.000478,0.000877
"14053","chr8",64434022,64434191,170,"*",2.72,-0.2,3.62,-3.82,0.000478,0.000877
"14054","chr2",229148650,229148885,236,"*",2.87,-0.2,3.78,-3.97,0.00048,0.00088
"14055","chr7",132227708,132227872,165,"*",2.86,0.47,3.71,-3.25,0.00048,0.00088
"14056","chr14",53150858,53151066,209,"*",3.28,1.45,4.06,-2.61,0.00048,0.000881
"14057","chr4",106515797,106516139,343,"*",4.17,2.83,4.85,-2.02,0.00048,0.000881
"14058","chr2",106775139,106775324,186,"*",2.82,-0.2,3.73,-3.92,0.00048,0.000881
"14059","chr1",230882435,230882588,154,"*",3.08,1.05,3.89,-2.83,0.00048,0.000881
"14060","chr2",47426120,47426340,221,"*",3.33,1.33,4.14,-2.81,0.000482,0.000885
"14061","chr10",75346402,75346644,243,"*",3.4,1.63,4.17,-2.54,0.000483,0.000885
"14062","chrX",71344314,71344659,346,"*",4.04,2.43,4.78,-2.35,0.000483,0.000886
"14063","chr6",109617720,109618097,378,"*",4.46,3.14,5.14,-1.99,0.000483,0.000887
"14064","chr21",43124419,43124655,237,"*",3.33,1.1,4.16,-3.06,0.000484,0.000887
"14065","chr15",96544831,96545028,198,"*",2.91,-0.2,3.83,-4.02,0.000484,0.000887
"14066","chr15",58624425,58624781,357,"*",3.5,1.56,4.29,-2.73,0.000484,0.000887
"14067","chr2",86852496,86852662,167,"*",2.68,-0.2,3.58,-3.78,0.000484,0.000888
"14068","chr21",22435371,22435674,304,"*",2.8,-0.2,3.71,-3.9,0.000484,0.000888
"14069","chr12",113659568,113659868,301,"*",5.21,3.83,5.9,-2.07,0.000485,0.000888
"14070","chr1",172417939,172418468,530,"*",4.44,2.89,5.16,-2.27,0.000485,0.000889
"14071","chrX",150134892,150135056,165,"*",2.7,-0.2,3.6,-3.8,0.000486,0.000891
"14072","chr1",1698697,1698909,213,"*",2.76,-0.2,3.66,-3.86,0.000487,0.000891
"14073","chr11",129189250,129189436,187,"*",2.76,-0.2,3.66,-3.86,0.000487,0.000891
"14074","chr18",3284604,3284785,182,"*",2.76,-0.2,3.66,-3.86,0.000487,0.000891
"14075","chr6",2967311,2967478,168,"*",2.76,-0.2,3.66,-3.86,0.000487,0.000891
"14076","chr16",67275126,67275350,225,"*",2.74,-0.2,3.64,-3.83,0.000488,0.000895
"14077","chr4",176048630,176048840,211,"*",2.72,-0.2,3.62,-3.82,0.000489,0.000895
"14078","chr17",81022607,81022932,326,"*",4.01,0.81,4.93,-4.12,0.000489,0.000896
"14079","chr13",108471583,108471898,316,"*",2.94,0.22,3.83,-3.61,0.00049,0.000897
"14080","chr20",51319535,51319812,278,"*",2.69,-0.2,3.59,-3.79,0.00049,0.000897
"14081","chr3",112365519,112365925,407,"*",4.62,3.25,5.31,-2.06,0.00049,0.000898
"14082","chrX",12992674,12992924,251,"*",3.64,1.93,4.4,-2.46,0.000491,0.000899
"14083","chr2",238043596,238043810,215,"*",3.15,1.08,3.97,-2.89,0.000491,9e-04
"14084","chr4",7166889,7167103,215,"*",2.83,0.17,3.71,-3.54,0.000492,9e-04
"14085","chr1",85961281,85961498,218,"*",3.37,1.59,4.14,-2.55,0.000492,0.000902
"14086","chr17",55934208,55934518,311,"*",4.17,2.78,4.86,-2.08,0.000492,0.000902
"14087","chr19",3849882,3850129,248,"*",3.22,1.37,4.01,-2.64,0.000493,0.000902
"14088","chr8",91301319,91301496,178,"*",2.79,-0.2,3.69,-3.89,0.000493,0.000903
"14089","chr16",80647717,80648305,589,"*",6.15,5.01,6.78,-1.77,0.000494,0.000903
"14090","chr9",85171863,85172076,214,"*",3.27,1.39,4.06,-2.68,0.000494,0.000904
"14091","chr2",200896582,200896828,247,"*",3.82,2.08,4.59,-2.51,0.000495,0.000905
"14092","chr2",14664322,14664539,218,"*",3.29,1.45,4.08,-2.63,0.000495,0.000906
"14093","chr8",1019178,1019454,277,"*",2.98,-0.2,3.9,-4.1,0.000495,0.000906
"14094","chr2",70854758,70854934,177,"*",2.86,-0.2,3.77,-3.97,0.000496,0.000908
"14095","chr13",30483101,30483354,254,"*",2.85,-0.2,3.76,-3.95,0.000496,0.000908
"14096","chr20",22301272,22301524,253,"*",2.76,-0.2,3.67,-3.86,0.000497,0.000909
