"","seqnames","start","end","width","strand","Conc","Conc_none","Conc_Estrogen","Fold","p.value","FDR"
"8895","chr18",52895509,52895688,180,"*",2.86,2.56,3.1,-0.55,0.48,0.836
"8896","chr3",182536838,182537142,305,"*",2.7,2.37,2.97,-0.6,0.48,0.836
"8897","chr1",16962588,16962805,218,"*",1.89,1.5,2.19,-0.69,0.48,1
"8898","chr8",10817610,10817843,234,"*",3.5,3.28,3.69,-0.41,0.48,0.836
"8899","chr2",127965677,127966377,701,"*",4.02,3.84,4.19,-0.35,0.48,0.836
"8900","chr1",16465443,16465798,356,"*",3.79,3.59,3.97,-0.39,0.48,0.836
"8901","chr3",138081469,138081721,253,"*",2.53,2.18,2.82,-0.64,0.48,0.836
"8902","chr2",188047778,188048185,408,"*",2.66,2.35,2.92,-0.57,0.48,0.836
"8903","chr6",6305457,6305681,225,"*",3.43,3.22,3.62,-0.4,0.48,0.836
"8904","chr19",35611192,35612408,1217,"*",4.22,3.83,4.53,-0.7,0.481,0.836
"8905","chr18",11734749,11735007,259,"*",2.6,2.29,2.85,-0.56,0.481,0.836
"8906","chr19",621264,621560,297,"*",1.37,0.92,1.71,-0.79,0.481,1
"8907","chr10",50535484,50535686,203,"*",1.77,1.33,2.11,-0.77,0.481,1
"8908","chr9",130318209,130318609,401,"*",1.77,1.33,2.11,-0.77,0.481,1
"8909","chr19",1657672,1658718,1047,"*",3.98,4.2,3.72,0.48,0.481,0.836
"8910","chr20",47214283,47214838,556,"*",1.8,1.35,2.14,-0.78,0.481,1
"8911","chr5",150137679,150139120,1442,"*",5.1,4.96,5.23,-0.28,0.481,0.836
"8912","chr7",16843962,16844606,645,"*",3.73,3.91,3.52,0.39,0.481,0.836
"8913","chr5",118638803,118639187,385,"*",2.98,2.72,3.2,-0.48,0.482,0.836
"8914","chr19",9836641,9836823,183,"*",1.68,1.25,2,-0.75,0.482,1
"8915","chr3",11438069,11438354,286,"*",3.59,3.79,3.34,0.45,0.482,0.836
"8916","chr14",65650801,65651244,444,"*",2.46,2.73,2.11,0.62,0.482,0.836
"8917","chr20",25013551,25014498,948,"*",3.58,3.34,3.78,-0.44,0.482,0.836
"8918","chr22",38506884,38507271,388,"*",3.56,3.34,3.75,-0.4,0.482,0.836
"8919","chr6",35152181,35153503,1323,"*",3.67,3.9,3.39,0.51,0.482,0.836
"8920","chr16",84138981,84139231,251,"*",1.93,1.51,2.25,-0.74,0.482,1
"8921","chr20",10491945,10492392,448,"*",2.56,2.18,2.86,-0.68,0.482,0.836
"8922","chr12",123327336,123327546,211,"*",2.55,2.22,2.82,-0.6,0.482,0.836
"8923","chr11",102961770,102962896,1127,"*",4.93,4.8,5.06,-0.26,0.482,0.836
"8924","chr22",49410651,49411589,939,"*",4.03,4.21,3.81,0.4,0.482,0.836
"8925","chr15",63793011,63793996,986,"*",4.16,4.32,3.98,0.34,0.482,0.836
"8926","chr8",104846898,104847190,293,"*",3.56,3.34,3.75,-0.4,0.482,0.836
"8927","chr10",120360968,120361179,212,"*",3.41,3.61,3.18,0.44,0.482,0.836
"8928","chr7",91111499,91112055,557,"*",1.82,2.17,1.36,0.8,0.482,1
"8929","chr7",8279239,8280014,776,"*",2.38,2.72,1.94,0.78,0.482,0.836
"8930","chr11",128896103,128896392,290,"*",3.11,2.85,3.33,-0.49,0.482,0.836
"8931","chr5",177791829,177792643,815,"*",2.72,3,2.37,0.62,0.483,0.836
"8932","chr1",182602367,182603855,1489,"*",3.75,3.96,3.49,0.48,0.483,0.836
"8933","chr17",72884817,72885109,293,"*",2.98,2.72,3.2,-0.47,0.483,0.836
"8934","chr6",170693854,170694811,958,"*",3.49,3.68,3.27,0.41,0.483,0.836
"8935","chr12",6742839,6743112,274,"*",2.68,2.35,2.95,-0.6,0.483,0.836
"8936","chr4",85514177,85514434,258,"*",2.91,2.64,3.14,-0.5,0.483,0.836
"8937","chr13",74179734,74179915,182,"*",2.52,2.19,2.79,-0.6,0.483,0.836
"8938","chr10",36813144,36813433,290,"*",1.32,0.89,1.66,-0.77,0.483,1
"8939","chr16",89764301,89764695,395,"*",1.32,0.89,1.66,-0.77,0.483,1
"8940","chr2",95953890,95954069,180,"*",1.32,0.89,1.66,-0.77,0.483,1
"8941","chr2",228512706,228512901,196,"*",1.32,0.89,1.66,-0.77,0.483,1
"8942","chr20",60648967,60649172,206,"*",1.32,0.89,1.66,-0.77,0.483,1
"8943","chr9",132394830,132395042,213,"*",1.32,0.89,1.66,-0.77,0.483,1
"8944","chr7",32586352,32586535,184,"*",2.68,2.38,2.93,-0.55,0.483,0.836
"8945","chr1",15738642,15738892,251,"*",2.88,3.14,2.58,0.56,0.483,0.836
"8946","chr6",151151931,151152297,367,"*",3.46,3.24,3.65,-0.4,0.484,0.836
"8947","chr11",125961788,125962007,220,"*",1.53,1.13,1.84,-0.71,0.484,1
"8948","chr21",36218339,36219083,745,"*",2.01,1.58,2.34,-0.76,0.484,0.836
"8949","chr1",157038965,157039150,186,"*",2.16,1.82,2.44,-0.62,0.484,0.836
"8950","chr8",30910894,30911105,212,"*",3.75,3.93,3.55,0.38,0.484,0.836
"8951","chr4",77880129,77880312,184,"*",2.88,2.6,3.11,-0.51,0.484,0.836
"8952","chr2",194887301,194887568,268,"*",3.41,3.15,3.64,-0.48,0.484,0.836
"8953","chr1",38470727,38471317,591,"*",4.43,4.25,4.58,-0.33,0.484,0.836
"8954","chr8",94845410,94845636,227,"*",2.04,2.35,1.64,0.71,0.484,0.836
"8955","chr19",49076109,49076602,494,"*",2.37,2.01,2.67,-0.66,0.484,0.836
"8956","chr17",62038720,62039584,865,"*",4.19,4.01,4.35,-0.34,0.484,0.836
"8957","chr10",9226672,9227429,758,"*",4.02,4.2,3.81,0.4,0.484,0.836
"8958","chr16",89409848,89410329,482,"*",3.56,3.27,3.79,-0.52,0.484,0.836
"8959","chr2",132314640,132314914,275,"*",2.42,2.1,2.67,-0.57,0.484,0.836
"8960","chr3",9529692,9530035,344,"*",2.82,2.5,3.09,-0.58,0.484,0.836
"8961","chr17",20534045,20534325,281,"*",2.62,2.33,2.87,-0.53,0.484,0.836
"8962","chr18",72361464,72361692,229,"*",3.48,3.24,3.69,-0.45,0.484,0.836
"8963","chr13",113312193,113312522,330,"*",1.96,1.48,2.32,-0.84,0.484,0.836
"8964","chr11",30078003,30078783,781,"*",0.91,0.42,1.28,-0.86,0.484,1
"8965","chr9",37964007,37964924,918,"*",3.25,3.01,3.46,-0.44,0.484,0.836
"8966","chr1",227442925,227443361,437,"*",3.4,3.59,3.18,0.4,0.484,0.836
"8967","chr19",956623,957205,583,"*",3.57,3.78,3.32,0.46,0.485,0.836
"8968","chr3",50698075,50698255,181,"*",2.7,2.38,2.96,-0.57,0.485,0.836
"8969","chr4",57396353,57397249,897,"*",3.38,3.08,3.62,-0.55,0.485,0.836
"8970","chr11",18600542,18601076,535,"*",3.37,3.15,3.56,-0.42,0.485,0.836
"8971","chr10",104943673,104943988,316,"*",2.73,2.43,2.97,-0.55,0.485,0.837
"8972","chrX",16850178,16850675,498,"*",3.75,3.53,3.95,-0.42,0.485,0.837
"8973","chr1",151826133,151826369,237,"*",1.91,1.51,2.22,-0.71,0.485,1
"8974","chr7",44583731,44583910,180,"*",2.04,1.66,2.34,-0.68,0.485,0.837
"8975","chr9",131067329,131067993,665,"*",2.04,1.66,2.34,-0.68,0.485,0.837
"8976","chr19",2494621,2496015,1395,"*",5.04,4.89,5.18,-0.28,0.485,0.837
"8977","chr19",2398895,2399127,233,"*",2.26,1.9,2.55,-0.65,0.485,0.837
"8978","chr1",63248902,63250346,1445,"*",4.26,4.1,4.41,-0.32,0.485,0.837
"8979","chr7",157231858,157232280,423,"*",3.25,3.01,3.45,-0.44,0.486,0.837
"8980","chr9",5608543,5608921,379,"*",3.09,2.83,3.31,-0.48,0.486,0.837
"8981","chr2",121289556,121289835,280,"*",3.1,2.86,3.31,-0.45,0.486,0.837
"8982","chr19",7959814,7960562,749,"*",4.19,3.99,4.36,-0.37,0.486,0.837
"8983","chr21",43203395,43204389,995,"*",2.63,2.93,2.26,0.66,0.486,0.837
"8984","chr7",65532234,65532937,704,"*",0.93,1.33,0.37,0.97,0.486,1
"8985","chr21",45105283,45105604,322,"*",2.37,2.01,2.66,-0.64,0.486,0.837
"8986","chr1",32577290,32577599,310,"*",3.18,2.93,3.39,-0.46,0.486,0.837
"8987","chr12",54620101,54620314,214,"*",2.21,1.84,2.5,-0.66,0.486,0.837
"8988","chr15",90703185,90704927,1743,"*",5.34,5.45,5.21,0.24,0.486,0.837
"8989","chr19",19448296,19448676,381,"*",2.8,2.53,3.03,-0.5,0.486,0.837
"8990","chr9",134933641,134933861,221,"*",1.92,1.51,2.24,-0.73,0.486,1
"8991","chr6",151169410,151169885,476,"*",3.29,3.06,3.49,-0.43,0.486,0.837
"8992","chrX",13922866,13923045,180,"*",2.75,2.44,3,-0.56,0.486,0.837
"8993","chr9",137313805,137315025,1221,"*",4.15,4.32,3.95,0.37,0.486,0.837
"8994","chr16",84918246,84918654,409,"*",3.18,2.91,3.42,-0.51,0.487,0.838
"8995","chr17",21279926,21280649,724,"*",4.24,4.05,4.41,-0.37,0.487,0.838
"8996","chr11",9484246,9484497,252,"*",1.61,1.17,1.94,-0.77,0.487,1
"8997","chr4",174005284,174005467,184,"*",1.41,0.97,1.74,-0.77,0.487,1
"8998","chr1",110358524,110358785,262,"*",1.75,2.1,1.29,0.81,0.487,1
"8999","chr2",129044117,129044627,511,"*",3.87,3.65,4.05,-0.4,0.487,0.838
"9000","chr4",7209967,7210192,226,"*",3.04,2.79,3.26,-0.47,0.487,0.838
"9001","chr5",180212890,180213231,342,"*",3.01,2.74,3.24,-0.5,0.488,0.838
"9002","chr12",53821993,53822251,259,"*",0.95,0.49,1.29,-0.8,0.488,1
"9003","chr14",40172132,40172574,443,"*",0.95,0.49,1.29,-0.8,0.488,1
"9004","chr20",31067088,31067659,572,"*",0.95,0.49,1.29,-0.8,0.488,1
"9005","chr4",148503924,148504653,730,"*",0.95,0.49,1.29,-0.8,0.488,1
"9006","chr4",123854821,123855690,870,"*",0.85,1.21,0.37,0.84,0.488,1
"9007","chr6",17810036,17810263,228,"*",0.85,1.21,0.37,0.84,0.488,1
"9008","chr5",1475470,1475931,462,"*",2.17,1.79,2.47,-0.68,0.488,0.838
"9009","chr7",103779596,103779889,294,"*",3.56,3.75,3.35,0.4,0.488,0.838
"9010","chr2",228155726,228155963,238,"*",3.49,3.27,3.68,-0.41,0.488,0.838
"9011","chr16",75069695,75070158,464,"*",3.23,3,3.43,-0.44,0.488,0.838
"9012","chr16",1352457,1353733,1277,"*",4.38,4.21,4.54,-0.33,0.488,0.839
"9013","chr3",150160520,150160784,265,"*",2.37,2.66,1.99,0.68,0.488,0.839
"9014","chr1",235984987,235985262,276,"*",3.4,3.18,3.59,-0.41,0.488,0.839
"9015","chr14",24475872,24476803,932,"*",4.35,4.16,4.53,-0.37,0.488,0.839
"9016","chr16",1622769,1623691,923,"*",3.68,3.86,3.47,0.4,0.488,0.839
"9017","chr5",180334456,180335489,1034,"*",0.59,0.97,0.08,0.89,0.489,1
"9018","chrX",117166108,117166396,289,"*",0.59,0.97,0.08,0.89,0.489,1
"9019","chr13",90582855,90583111,257,"*",3.1,2.85,3.31,-0.46,0.489,0.839
"9020","chr1",204289018,204289567,550,"*",4.18,4.35,4,0.35,0.489,0.839
"9021","chr17",41247261,41247459,199,"*",2.75,2.46,2.99,-0.53,0.489,0.839
"9022","chr7",157085312,157086293,982,"*",4.64,4.3,4.91,-0.61,0.489,0.839
"9023","chr7",27890249,27890464,216,"*",3.06,2.82,3.26,-0.44,0.489,0.839
"9024","chr5",31480009,31480215,207,"*",2.63,2.87,2.34,0.53,0.489,0.839
"9025","chr1",200346173,200346518,346,"*",1.46,1.05,1.78,-0.73,0.489,1
"9026","chr19",18625840,18627225,1386,"*",3.36,3.62,3.03,0.59,0.489,0.839
"9027","chr9",14081219,14081496,278,"*",2.55,2.83,2.21,0.61,0.49,0.839
"9028","chr6",149396619,149397766,1148,"*",4.07,3.86,4.26,-0.4,0.49,0.839
"9029","chr20",31061090,31061303,214,"*",1.93,1.54,2.24,-0.7,0.49,1
"9030","chr3",45088811,45089023,213,"*",2.4,2.04,2.68,-0.64,0.49,0.839
"9031","chr7",136254617,136254869,253,"*",2.8,2.51,3.04,-0.53,0.49,0.839
"9032","chr19",1455215,1456058,844,"*",3.69,3.9,3.46,0.44,0.49,0.839
"9033","chr10",43899250,43900036,787,"*",3.42,3.19,3.62,-0.44,0.49,0.839
"9034","chr14",101020383,101020875,493,"*",3.63,3.82,3.42,0.39,0.49,0.839
"9035","chr12",48148645,48148934,290,"*",2.72,2.97,2.43,0.54,0.49,0.839
"9036","chr2",206509128,206509332,205,"*",2.79,2.52,3.02,-0.5,0.49,0.839
"9037","chr9",136635526,136635793,268,"*",3.29,3.07,3.49,-0.42,0.49,0.839
"9038","chr3",59667587,59667803,217,"*",3.1,2.84,3.32,-0.48,0.49,0.839
"9039","chr1",178505640,178506028,389,"*",2.25,1.9,2.54,-0.63,0.49,0.839
"9040","chr2",11633635,11634065,431,"*",3.3,3.04,3.52,-0.48,0.49,0.839
"9041","chr19",39321325,39324009,2685,"*",6.27,6.17,6.37,-0.2,0.49,0.839
"9042","chr2",212445827,212446011,185,"*",2.96,2.72,3.17,-0.46,0.49,0.839
"9043","chr9",133732130,133732356,227,"*",3.18,3.38,2.95,0.44,0.49,0.839
"9044","chr17",46108993,46109609,617,"*",1.56,1.95,1.04,0.9,0.49,1
"9045","chr12",7591273,7591474,202,"*",2.53,2.2,2.8,-0.6,0.491,0.84
"9046","chr5",11540302,11540570,269,"*",3.19,3.42,2.93,0.49,0.491,0.84
"9047","chr11",921476,921716,241,"*",3.42,3.18,3.62,-0.44,0.491,0.84
"9048","chr19",45248188,45249076,889,"*",3.46,3.24,3.64,-0.4,0.491,0.84
"9049","chr13",99633979,99634170,192,"*",2.17,1.8,2.47,-0.67,0.491,0.84
"9050","chr7",73330690,73331302,613,"*",2.96,2.66,3.21,-0.56,0.491,0.84
"9051","chr5",179036346,179037754,1409,"*",2.82,2.23,3.23,-1.01,0.491,0.84
"9052","chr1",16838740,16839889,1150,"*",2.6,2.86,2.27,0.59,0.491,0.84
"9053","chr12",64403628,64404459,832,"*",3.36,3.58,3.1,0.48,0.492,0.84
"9054","chr14",103172245,103172972,728,"*",2.69,2.95,2.38,0.56,0.492,0.84
"9055","chr17",8057471,8057699,229,"*",2.65,2.36,2.88,-0.52,0.492,0.84
"9056","chr11",82569278,82569617,340,"*",2.19,2.5,1.81,0.69,0.492,0.84
"9057","chrX",15807609,15809314,1706,"*",5.35,5.22,5.47,-0.25,0.492,0.84
"9058","chr16",2959021,2959727,707,"*",3.35,3.59,3.06,0.53,0.492,0.84
"9059","chr16",3492622,3494305,1684,"*",4.44,4.04,4.75,-0.7,0.492,0.84
"9060","chr5",1872388,1872938,551,"*",2.76,3.06,2.38,0.68,0.492,0.84
"9061","chr9",124420372,124420973,602,"*",2.18,2.55,1.68,0.87,0.492,0.84
"9062","chr1",69585489,69586166,678,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9063","chr1",217869235,217869518,284,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9064","chr10",120865304,120865694,391,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9065","chr11",70648298,70648952,655,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9066","chr11",71319103,71319749,647,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9067","chr11",75121966,75122649,684,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9068","chr12",52695713,52696389,677,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9069","chr14",43442090,43442439,350,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9070","chr14",94831482,94831713,232,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9071","chr15",31105079,31105259,181,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9072","chr15",85841451,85842240,790,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9073","chr16",8983517,8983710,194,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9074","chr16",27334882,27335271,390,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9075","chr16",29832617,29833271,655,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9076","chr18",22481547,22481738,192,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9077","chr19",10749979,10750462,484,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9078","chr2",25537450,25537785,336,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9079","chr2",26593547,26593726,180,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9080","chr20",48692521,48693046,526,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9081","chr21",32536495,32536703,209,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9082","chr21",46138636,46138823,188,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9083","chr22",32695957,32696667,711,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9084","chr3",23727197,23728102,906,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9085","chr3",183326409,183326920,512,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9086","chr4",54103534,54103854,321,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9087","chr4",110518385,110519565,1181,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9088","chr5",176071,176254,184,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9089","chr5",140531647,140531972,326,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9090","chr6",81557889,81558134,246,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9091","chr7",33864033,33864833,801,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9092","chr7",85803920,85804102,183,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9093","chr7",101927911,101928416,506,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9094","chr8",144574830,144575670,841,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9095","chr9",70652790,70653214,425,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9096","chr9",91028652,91029498,847,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9097","chr9",130960570,130960981,412,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9098","chrX",149212146,149212901,756,"*",0.25,-0.23,0.61,-0.84,0.492,1
"9099","chr22",41110420,41110727,308,"*",3.11,2.87,3.31,-0.44,0.492,0.84
"9100","chr17",46631965,46633311,1347,"*",3.77,4.01,3.49,0.52,0.492,0.84
"9101","chr8",146214226,146214453,228,"*",2.97,2.7,3.21,-0.51,0.492,0.84
"9102","chr10",118150921,118151119,199,"*",1.3,0.89,1.61,-0.72,0.492,1
"9103","chr7",107027605,107027841,237,"*",3.44,3.2,3.64,-0.43,0.492,0.84
"9104","chr10",116353296,116353993,698,"*",2.44,2.11,2.71,-0.6,0.492,0.84
"9105","chr10",6210336,6210647,312,"*",2.96,2.65,3.21,-0.56,0.492,0.84
"9106","chr3",107711892,107712106,215,"*",3.04,2.79,3.26,-0.47,0.492,0.84
"9107","chr5",115489868,115490257,390,"*",3.44,3.64,3.21,0.43,0.493,0.84
"9108","chr22",46076420,46076684,265,"*",2.54,2.22,2.81,-0.59,0.493,0.84
"9109","chr1",24059262,24059561,300,"*",3.04,2.79,3.26,-0.46,0.493,0.84
"9110","chr12",46653927,46654974,1048,"*",2.54,2.82,2.19,0.62,0.493,0.84
"9111","chr3",176305102,176305348,247,"*",2.98,2.71,3.21,-0.51,0.493,0.84
"9112","chr1",226053332,226053522,191,"*",2.3,1.92,2.6,-0.67,0.493,0.84
"9113","chr7",3939141,3939579,439,"*",2.77,3.06,2.4,0.65,0.493,0.84
"9114","chr14",95330650,95331011,362,"*",3.08,3.32,2.78,0.54,0.493,0.84
"9115","chr22",50919576,50920411,836,"*",4.54,4.35,4.7,-0.35,0.493,0.84
"9116","chr6",3053517,3054432,916,"*",3.4,3.6,3.16,0.44,0.493,0.84
"9117","chr19",16603538,16603784,247,"*",1.92,1.5,2.24,-0.74,0.493,1
"9118","chr15",36343204,36343440,237,"*",2.97,3.21,2.68,0.53,0.493,0.84
"9119","chr12",133363885,133364551,667,"*",1.9,1.51,2.2,-0.69,0.493,1
"9120","chr15",68145576,68145775,200,"*",2.01,1.63,2.31,-0.68,0.493,0.84
"9121","chr9",139472576,139472802,227,"*",2.76,2.48,2.99,-0.51,0.493,0.84
"9122","chr6",40321038,40321504,467,"*",3.15,3.36,2.9,0.46,0.494,0.84
"9123","chr15",78394791,78395383,593,"*",2.77,3.05,2.42,0.63,0.494,0.84
"9124","chr7",137684798,137684992,195,"*",2.96,2.67,3.2,-0.53,0.494,0.84
"9125","chr9",90445326,90445859,534,"*",3.07,2.79,3.3,-0.51,0.494,0.84
"9126","chr8",22456134,22456583,450,"*",4.56,4.36,4.73,-0.37,0.494,0.84
"9127","chr20",32329799,32330034,236,"*",3.31,3.08,3.51,-0.43,0.494,0.84
"9128","chr16",1867510,1868423,914,"*",3.87,3.66,4.05,-0.38,0.494,0.84
"9129","chr1",111219075,111219294,220,"*",2.61,2.32,2.84,-0.52,0.494,0.84
"9130","chr1",205660165,205660355,191,"*",2.09,1.69,2.4,-0.71,0.494,0.84
"9131","chr9",136481726,136482116,391,"*",2.72,2.98,2.41,0.58,0.494,0.84
"9132","chr3",57529939,57530234,296,"*",2.63,2.3,2.9,-0.6,0.494,0.84
"9133","chrUn_gl000241",36833,37187,355,"*",3.2,2.97,3.4,-0.43,0.495,0.84
"9134","chr12",112574512,112575564,1053,"*",3.41,3.62,3.15,0.47,0.495,0.84
"9135","chr6",2462901,2463367,467,"*",3.01,2.74,3.24,-0.5,0.495,0.84
"9136","chr11",67764591,67765365,775,"*",2.32,1.97,2.6,-0.63,0.495,0.84
"9137","chr11",9131401,9132154,754,"*",3.19,3.39,2.97,0.42,0.495,0.84
"9138","chrX",17371223,17371415,193,"*",3.04,2.8,3.24,-0.44,0.495,0.84
"9139","chr6_dbb_hap3",1189752,1190089,338,"*",2.91,2.64,3.13,-0.49,0.495,0.84
"9140","chr3",116618641,116618834,194,"*",3.39,3.17,3.57,-0.39,0.495,0.84
"9141","chr1",49242415,49242715,301,"*",3.05,2.78,3.28,-0.5,0.495,0.84
"9142","chr21",33889954,33890155,202,"*",2.73,2.45,2.96,-0.51,0.495,0.84
"9143","chr6",26319749,26320402,654,"*",2.27,1.89,2.57,-0.68,0.495,0.84
"9144","chr19",40561864,40562051,188,"*",1.72,1.33,2.03,-0.7,0.495,1
"9145","chr20",21508590,21508791,202,"*",3.41,3.19,3.59,-0.4,0.495,0.84
"9146","chr11",63727174,63728042,869,"*",0.9,1.28,0.37,0.91,0.496,1
"9147","chr14",65183210,65183688,479,"*",0.9,1.28,0.37,0.91,0.496,1
"9148","chr5",8457815,8458058,244,"*",3.22,2.99,3.42,-0.43,0.496,0.84
"9149","chr2",627553,627805,253,"*",3.49,3.27,3.67,-0.4,0.496,0.84
"9150","chr19",16253782,16254994,1213,"*",4.13,3.95,4.3,-0.35,0.496,0.84
"9151","chr17",73732246,73732699,454,"*",3.21,3.46,2.9,0.56,0.496,0.84
"9152","chr7",72711134,72711313,180,"*",0.91,0.46,1.26,-0.8,0.496,1
"9153","chr8",21890548,21890776,229,"*",3.26,2.99,3.49,-0.5,0.496,0.84
"9154","chr4",1039960,1040658,699,"*",3.27,3.52,2.97,0.54,0.496,0.84
"9155","chr2",42594788,42594967,180,"*",2.53,2.24,2.78,-0.53,0.496,0.84
"9156","chr20",62229313,62229573,261,"*",3.23,2.96,3.45,-0.5,0.496,0.84
"9157","chr10",81005152,81006534,1383,"*",3.2,2.92,3.44,-0.52,0.496,0.84
"9158","chr9",102959964,102960729,766,"*",2.6,2.91,2.22,0.68,0.496,0.84
"9159","chr6",90448630,90448857,228,"*",2.85,3.1,2.55,0.55,0.496,0.84
"9160","chrX",40333561,40333776,216,"*",3.14,2.91,3.34,-0.43,0.496,0.84
"9161","chr7",80525569,80526377,809,"*",3.45,3.18,3.68,-0.5,0.496,0.84
"9162","chr18",60674525,60674704,180,"*",2.93,3.18,2.64,0.54,0.496,0.84
"9163","chr1",109538093,109538343,251,"*",3.4,3.2,3.58,-0.39,0.496,0.84
"9164","chrX",67484716,67485031,316,"*",2.59,2.89,2.21,0.68,0.496,0.84
"9165","chr17",65287109,65287424,316,"*",1.74,1.33,2.05,-0.72,0.496,1
"9166","chr7",155591630,155591855,226,"*",1.83,1.43,2.15,-0.72,0.497,1
"9167","chr19",41427273,41428544,1272,"*",4.1,3.91,4.27,-0.36,0.497,0.84
"9168","chr17",58690955,58691290,336,"*",4.41,4.23,4.57,-0.34,0.497,0.84
"9169","chr19",10861313,10862059,747,"*",2.09,1.73,2.37,-0.65,0.497,0.84
"9170","chr14",102688475,102688805,331,"*",2.78,3.03,2.47,0.56,0.497,0.84
"9171","chr14",104093060,104093470,411,"*",2.64,2.36,2.87,-0.5,0.497,0.84
"9172","chr19",1010199,1010436,238,"*",2.23,1.83,2.54,-0.71,0.497,0.84
"9173","chr19",56312753,56312976,224,"*",2.15,1.71,2.48,-0.76,0.497,0.84
"9174","chr2",3208675,3208916,242,"*",1.4,0.97,1.73,-0.76,0.497,1
"9175","chr20",60593059,60593583,525,"*",2.88,3.09,2.64,0.46,0.497,0.84
"9176","chr13",32119086,32119326,241,"*",3.09,2.83,3.31,-0.48,0.497,0.84
"9177","chr20",18547399,18548694,1296,"*",5.08,4.93,5.21,-0.29,0.497,0.84
"9178","chr2",178461461,178461710,250,"*",3.34,3.12,3.53,-0.41,0.497,0.84
"9179","chr12",79639059,79639364,306,"*",3.32,3.53,3.06,0.47,0.497,0.84
"9180","chr14",34265734,34265913,180,"*",2.88,2.62,3.1,-0.47,0.497,0.84
"9181","chr14",53900931,53901904,974,"*",2.29,2.59,1.92,0.67,0.497,0.84
"9182","chr3",44864853,44865254,402,"*",0.97,0.55,1.29,-0.75,0.497,1
"9183","chr11",6255571,6255790,220,"*",2.78,2.51,3,-0.5,0.498,0.84
"9184","chr12",1875759,1876891,1133,"*",4,4.16,3.82,0.34,0.498,0.84
"9185","chr12",115870819,115871072,254,"*",1.95,1.55,2.26,-0.71,0.498,1
"9186","chr16",81307687,81312354,4668,"*",7.15,7.06,7.23,-0.17,0.498,0.84
"9187","chr9",27723630,27723845,216,"*",2.9,2.59,3.15,-0.56,0.498,0.84
"9188","chr15",83964762,83964945,184,"*",2.37,2.05,2.64,-0.6,0.498,0.84
"9189","chr21",33996961,33997169,209,"*",2.94,2.69,3.15,-0.46,0.498,0.84
"9190","chr3",162200043,162200237,195,"*",1.71,1.33,2.01,-0.68,0.498,1
"9191","chr19",2462085,2463592,1508,"*",4.7,4.85,4.55,0.3,0.498,0.84
"9192","chr6",164393099,164393565,467,"*",3.1,3.33,2.83,0.5,0.498,0.84
"9193","chr18",21948401,21948747,347,"*",3.11,2.86,3.33,-0.48,0.498,0.84
"9194","chr3",50194113,50194736,624,"*",3.84,3.62,4.03,-0.41,0.498,0.84
"9195","chr9",8860973,8861179,207,"*",3.46,3.25,3.64,-0.39,0.498,0.84
"9196","chr1",19302382,19302672,291,"*",3.34,3.12,3.54,-0.42,0.498,0.84
"9197","chr1",9828385,9829386,1002,"*",4.32,4.14,4.48,-0.34,0.498,0.84
"9198","chr2",74671097,74671322,226,"*",1.72,1.32,2.03,-0.71,0.498,1
"9199","chr7",30942166,30942594,429,"*",3.28,3.03,3.49,-0.46,0.498,0.84
"9200","chr9",75624853,75625034,182,"*",2.81,2.54,3.03,-0.49,0.499,0.84
"9201","chr4",40554667,40554918,252,"*",2.4,2.09,2.65,-0.56,0.499,0.84
