"","1a","1b","2a","2b","3b","3a"
"chr3:10018753-10018955",33,8,17,28,10,21
"chr3:10821173-10821402",32,9,44,13,9,26
"chr3:10840717-10840931",46,1,32,6,5,17
"chr3:11641966-11642268",47,10,33,28,11,21
"chr3:11661738-11662006",116,7,86,35,8,81
"chr3:11801569-11801820",77,13,40,28,12,52
"chr3:11809545-11809798",100,6,84,24,8,54
"chr3:11816933-11817198",78,9,27,42,18,49
"chr3:12238367-12238494",43,8,23,13,6,28
"chr3:12271498-12271850",45,15,41,52,20,28
"chr3:12294432-12294600",48,3,9,11,4,27
"chr3:12447346-12447567",46,12,43,13,11,31
"chr3:12486333-12486988",128,53,168,137,62,102
"chr3:12729560-12729797",74,9,43,37,19,40
"chr3:12894861-12895037",57,9,41,32,12,35
"chr3:12994684-12994979",112,10,90,11,9,62
"chr3:13147971-13148322",85,23,61,58,25,61
"chr3:13153538-13154026",170,36,154,80,45,101
"chr3:13319468-13319735",58,16,48,17,8,33
"chr3:13517596-13517997",222,42,210,134,64,145
"chr3:13549058-13549727",192,19,177,38,13,106
"chr3:13555567-13556063",232,27,212,44,30,162
"chr3:13573560-13573741",42,11,34,10,7,27
"chr3:13575180-13575635",109,7,79,17,7,64
"chr3:13579298-13579762",219,29,208,80,49,156
"chr3:13593980-13594126",25,4,26,14,5,24
"chr3:13694400-13694605",62,5,51,13,5,40
"chr3:14243851-14244115",80,15,65,32,21,48
"chr3:14266506-14266975",108,15,84,63,31,59
"chr3:14269373-14269593",67,11,27,40,19,44
"chr3:14270303-14270595",76,13,24,45,18,24
"chr3:14271316-14271590",86,25,69,55,16,69
"chr3:14285355-14285510",27,11,28,9,8,21
"chr3:14306814-14307094",91,22,68,37,21,56
"chr3:14307151-14307425",80,9,44,44,29,39
"chr3:14309975-14310229",50,20,34,28,11,36
"chr3:14347390-14347638",94,7,90,17,9,50
"chr3:14413414-14413617",46,6,39,18,8,25
"chr3:14455050-14455661",136,10,117,25,15,75
"chr3:14481252-14481442",50,7,43,8,4,27
"chr3:14712411-14712689",96,9,83,22,13,49
"chr3:14713796-14714038",91,12,63,48,15,59
"chr3:14718539-14718815",105,13,72,30,9,56
"chr3:14813705-14813904",49,3,45,11,4,29
"chr3:14877537-14877892",117,7,114,15,11,58
"chr3:14918546-14918858",71,14,52,30,13,31
"chr3:14925777-14925950",52,5,38,19,6,25
"chr3:14926228-14926667",116,12,96,72,29,97
"chr3:14926774-14927099",99,17,73,58,20,59
"chr3:15292443-15292603",23,5,9,24,8,16
"chr3:15334291-15335009",342,38,316,101,51,226
"chr3:15352018-15352545",244,60,161,153,85,170
"chr3:15366807-15367122",45,13,28,48,21,18
"chr3:15367578-15367842",67,28,41,59,33,42
"chr3:15428700-15429009",85,5,43,7,5,59
"chr3:15672287-15672530",76,4,60,21,8,48
"chr3:15675658-15676015",150,14,125,65,18,108
"chr3:15677527-15678215",326,25,270,68,25,212
"chr3:15679096-15679412",80,13,55,28,16,52
"chr3:15727468-15727742",87,16,28,58,26,56
"chr3:15914959-15915300",89,17,30,107,42,59
"chr3:16458837-16459320",264,18,196,45,18,192
"chr3:16530301-16530514",86,12,33,37,17,58
"chr3:16531569-16531838",66,11,28,40,19,41
"chr3:16551122-16551339",53,5,33,13,4,34
"chr3:16637363-16637537",29,4,8,32,7,21
"chr3:16735445-16735636",44,1,11,6,5,28
"chr3:16756925-16757187",101,3,83,3,4,63
"chr3:16939061-16939368",146,11,104,31,18,82
"chr3:17036555-17036748",42,11,20,33,13,21
"chr3:17380863-17381065",56,1,17,22,8,22
"chr3:17382326-17382471",44,1,15,3,3,23
"chr3:18711037-18711196",31,4,10,2,1,21
"chr3:18809563-18809779",37,6,27,17,11,24
"chr3:18882111-18882342",74,5,8,19,10,33
"chr3:18883027-18883212",55,4,9,9,1,18
"chr3:18884787-18884969",46,10,36,29,11,20
"chr3:20082986-20083249",79,5,59,26,15,54
"chr3:20085083-20085492",50,13,42,34,13,46
"chr3:20227768-20228036",79,17,65,28,19,36
"chr3:20912355-20912499",26,1,7,15,8,18
"chr3:21296623-21296814",6,1,8,10,3,6
"chr3:21720228-21720417",34,5,16,1,5,30
"chr3:22905592-22905817",35,3,45,8,6,27
"chr3:23059245-23059546",115,16,57,40,24,63
"chr3:23161663-23161873",45,2,17,32,4,22
"chr3:24310406-24310719",133,4,54,5,2,90
"chr3:24535472-24535684",21,6,19,34,17,10
"chr3:25593919-25594089",38,1,16,5,2,30
"chr3:25766439-25766646",65,6,18,29,5,36
"chr3:25766969-25767221",67,9,18,22,8,43
"chr3:25895978-25896416",98,25,40,73,37,58
"chr3:27402053-27402351",57,7,19,29,10,36
"chr3:28060667-28060826",39,8,19,20,7,24
"chr3:28068272-28068444",26,4,6,23,7,11
"chr3:28383987-28384228",37,14,18,46,16,18
"chr3:29843648-29843899",38,11,9,55,25,19
"chr3:29981283-29981525",85,7,27,9,7,49
"chr3:29982274-29982689",89,17,34,79,34,48
"chr3:30235356-30235537",37,4,8,20,6,21
"chr3:30946802-30947023",40,5,10,24,6,20
"chr3:31330226-31330517",60,13,35,35,15,35
"chr3:31655319-31655536",37,7,7,42,12,25
"chr3:31793833-31794046",50,2,26,8,1,46
"chr3:31821042-31821250",44,4,14,17,10,29
"chr3:31873202-31873385",28,7,14,20,10,16
"chr3:31989470-31989791",93,4,63,14,8,43
"chr3:32147031-32147197",37,3,14,16,9,22
"chr3:32148150-32148841",116,22,107,49,15,71
"chr3:32151721-32152276",206,31,137,85,55,130
"chr3:32153146-32153297",27,1,17,3,1,15
"chr3:32334129-32334337",41,4,29,4,2,30
"chr3:32377720-32377949",37,8,32,17,5,21
"chr3:32478124-32478295",21,5,26,11,4,18
"chr3:32502636-32502844",30,1,7,4,4,20
"chr3:32906000-32906225",62,7,46,12,3,31
"chr3:33204278-33204466",25,3,25,10,4,19
"chr3:33523730-33523907",30,4,4,17,9,15
"chr3:33524781-33525010",48,6,16,25,7,33
"chr3:33700501-33700758",56,6,39,44,18,32
"chr3:33759419-33759713",39,13,34,25,12,20
"chr3:33759777-33760034",54,11,57,21,8,50
"chr3:33839647-33839884",84,15,58,33,23,47
"chr3:34053543-34053799",41,6,10,32,8,30
"chr3:34498260-34498404",27,8,17,12,4,12
"chr3:35299162-35299454",50,11,10,38,21,32
"chr3:35420281-35420534",44,1,19,5,1,37
"chr3:35549995-35550223",51,1,9,8,3,23
"chr3:36953671-36953872",29,1,16,5,2,19
"chr3:37217837-37218076",43,14,27,34,11,30
"chr3:37220674-37220991",165,10,69,16,9,119
"chr3:37824015-37824372",53,7,49,40,26,37
"chr3:37986968-37987166",42,6,32,10,5,23
"chr3:38005315-38005494",27,5,6,31,6,12
"chr3:38006427-38006622",46,3,12,8,4,27
"chr3:39174326-39174485",34,4,27,18,4,32
"chr3:39192843-39192998",12,1,23,8,4,19
"chr3:39195110-39195296",31,8,18,12,6,22
"chr3:39461309-39461473",27,3,8,14,4,18
"chr3:40024264-40024870",120,13,90,111,29,71
"chr3:40024929-40025184",45,4,38,17,11,20
"chr3:40160800-40161051",81,7,29,55,20,52
"chr3:40179329-40179511",36,2,13,7,4,19
"chr3:40203277-40203493",49,2,34,3,5,42
"chr3:40206625-40206830",35,5,32,5,2,25
"chr3:40437968-40438111",27,8,10,26,9,17
"chr3:40459588-40460013",131,23,97,75,50,96
"chr3:40509606-40509845",43,15,13,22,12,20
"chr3:41026856-41027047",38,5,22,19,8,18
"chr3:41074304-41074468",29,7,13,19,10,19
"chr3:41406477-41406635",19,3,3,17,12,14
"chr3:42121125-42121421",64,4,42,13,9,39
"chr3:42122053-42122467",87,7,55,34,8,46
"chr3:42171906-42172224",63,12,38,38,14,32
"chr3:42319532-42319752",50,1,33,5,3,18
"chr3:42518334-42518545",34,3,33,12,5,24
"chr3:42847077-42847307",38,6,29,10,6,22
"chr3:42849430-42849571",24,4,14,2,1,18
"chr3:42861402-42861812",141,22,70,68,30,88
"chr3:42896944-42897219",91,2,40,11,5,43
"chr3:43038259-43038551",28,1,32,1,1,20
"chr3:43203355-43203521",25,2,13,25,10,9
"chr3:43256166-43256364",66,2,31,15,6,46
"chr3:43327661-43328040",60,12,40,33,8,28
"chr3:43811492-43811711",59,8,51,14,8,35
"chr3:44362889-44363087",20,7,11,27,13,12
"chr3:45034645-45035010",45,4,52,19,7,26
"chr3:45209058-45209255",24,11,28,20,8,18
"chr3:45484449-45484614",23,4,10,26,11,15
"chr3:45541007-45541425",32,8,38,81,36,27
"chr3:46029377-46029572",39,5,23,20,5,24
"chr3:46087830-46088007",14,4,11,10,3,10
"chr3:46095700-46095867",18,7,12,13,2,10
"chr3:46205185-46205507",36,8,27,16,8,24
"chr3:46484630-46484932",44,4,43,19,10,25
"chr3:46702366-46702637",70,10,58,29,17,49
"chr3:46734152-46734418",43,12,39,33,13,25
"chr3:46734742-46734907",33,4,20,13,8,20
"chr3:46972461-46972819",66,9,53,35,17,42
"chr3:46989454-46989698",35,5,34,13,5,25
"chr3:47004605-47004791",39,6,12,25,12,26
"chr3:47026502-47026931",85,4,69,6,8,42
"chr3:47114495-47114639",27,8,8,20,9,16
"chr3:47528807-47528946",27,1,8,6,4,14
"chr3:48389046-48389298",29,3,27,20,9,25
"chr3:48466563-48466810",63,4,49,10,5,33
"chr3:48492760-48493086",96,9,72,20,18,71
"chr3:48956142-48956311",28,15,27,22,8,18
"chr3:49456237-49456572",91,9,70,14,9,43
"chr3:50188244-50188483",62,9,54,22,16,43
"chr3:50188523-50188693",33,5,26,14,3,20
"chr3:50221721-50222062",63,4,66,25,11,37
"chr3:50248174-50248406",51,4,34,10,3,26
"chr3:50302456-50302965",173,13,186,18,9,117
"chr3:50306258-50306722",189,15,165,47,24,124
"chr3:50308834-50309288",127,15,105,38,15,79
"chr3:50329771-50330119",56,24,36,57,26,42
"chr3:50388480-50388675",18,14,25,32,14,12
"chr3:50460893-50461282",130,7,109,18,13,64
"chr3:50639066-50639362",56,11,45,29,13,31
"chr3:50642371-50643213",314,29,311,73,35,222
"chr3:50846717-50846902",20,3,2,27,13,18
"chr3:51364659-51364821",38,1,6,7,1,15
"chr3:52162161-52162460",54,10,41,30,14,33
"chr3:52190009-52190240",36,1,17,4,1,23
"chr3:52210903-52211029",28,5,13,14,5,18
"chr3:52466763-52467136",97,6,85,6,4,51
"chr3:52941577-52941819",36,9,7,28,18,14
"chr3:53057055-53057321",100,4,35,7,6,51
"chr3:53117028-53117252",37,1,34,3,1,24
"chr3:53158111-53158281",28,2,26,5,2,20
"chr3:53179178-53179723",279,36,303,121,50,205
"chr3:53184268-53184487",29,2,24,4,1,17
"chr3:53189817-53190185",58,5,41,20,13,29
"chr3:53195074-53195275",28,6,21,12,11,9
"chr3:53231197-53231383",26,5,21,36,21,12
"chr3:53272289-53272448",26,2,14,9,11,11
"chr3:53553417-53553664",48,2,46,10,3,36
"chr3:53698948-53699220",66,16,57,41,18,34
"chr3:55076680-55076862",16,9,7,29,16,15
"chr3:55603246-55603521",44,7,23,37,9,21
"chr3:55816371-55816603",24,8,15,24,14,16
"chr3:55919837-55919999",21,5,13,27,18,14
"chr3:56159452-56159620",25,4,12,7,7,19
"chr3:56542415-56542560",28,6,10,21,4,20
"chr3:56989612-56989783",27,1,15,4,2,24
"chr3:57063700-57063967",96,5,64,13,11,62
"chr3:57075620-57076144",81,7,66,21,10,67
"chr3:57261509-57261723",29,9,26,18,3,21
"chr3:57578057-57578301",61,4,47,11,4,40
"chr3:57719678-57719849",37,1,10,3,2,17
"chr3:57789112-57789268",38,3,10,3,7,22
"chr3:58025836-58026121",84,13,59,26,19,52
"chr3:58027343-58027522",45,1,20,5,1,24
"chr3:58038178-58038569",160,16,140,44,18,122
"chr3:58046550-58046837",38,2,30,7,5,23
"chr3:58082594-58082936",136,5,124,16,10,92
"chr3:58087724-58088068",106,10,89,20,14,64
"chr3:58088765-58089092",133,9,89,19,13,68
"chr3:58374462-58374732",70,3,24,12,3,55
"chr3:58452881-58453281",199,16,153,19,13,135
"chr3:58457181-58457345",39,5,22,11,7,24
"chr3:58507689-58508057",63,12,30,39,25,41
"chr3:59012168-59012387",58,3,16,5,1,36
"chr3:59091331-59091608",82,8,49,11,5,64
"chr3:59233340-59233572",56,4,37,10,1,20
"chr3:59305847-59306216",73,10,48,44,19,35
"chr3:59432898-59433150",42,5,33,24,7,23
"chr3:60729654-60729820",28,9,14,28,8,14
"chr3:60827146-60827395",50,7,39,37,19,37
"chr3:61613464-61613887",283,68,172,172,102,228
"chr3:61620369-61620740",243,49,103,149,64,175
"chr3:61624378-61624522",51,9,26,33,12,36
"chr3:61630780-61630995",151,36,74,104,46,119
"chr3:61691924-61692310",115,12,63,33,21,61
"chr3:61693786-61694079",116,11,81,11,8,76
"chr3:61694819-61694957",61,13,42,9,5,48
"chr3:61793450-61793818",259,43,243,110,67,199
"chr3:61983815-61984026",118,13,70,23,11,44
"chr3:61992772-61992955",64,16,42,37,16,50
"chr3:61993130-61993684",227,30,71,114,56,142
"chr3:62048148-62048308",46,10,17,47,17,43
"chr3:62155151-62155337",80,13,47,16,13,49
"chr3:62163035-62163258",95,13,36,23,10,63
"chr3:62246370-62246603",126,13,52,36,11,103
"chr3:62286425-62286818",150,33,52,139,69,89
"chr3:62345911-62346141",117,20,32,66,31,63
"chr3:63062092-63062364",142,30,39,81,30,88
"chr3:63141891-63142104",118,14,42,33,12,73
"chr3:63548067-63548337",161,30,108,74,38,120
"chr3:63562519-63562915",172,38,78,112,47,110
"chr3:63629728-63629975",107,25,75,57,30,73
"chr3:63906132-63906273",73,10,34,24,8,51
"chr3:63918339-63918966",394,89,289,248,132,295
"chr3:63922290-63922537",97,19,37,56,31,69
"chr3:63923632-63923955",159,47,53,135,62,119
"chr3:64142812-64143034",151,37,143,86,44,73
"chr3:64241521-64241855",236,70,189,155,66,153
"chr3:64250137-64250393",117,39,46,110,52,70
"chr3:64257462-64257610",97,21,28,55,19,63
"chr3:64302846-64303027",90,16,33,42,5,64
"chr3:64476968-64477500",403,90,388,257,145,287
"chr3:64479937-64480152",145,35,49,96,59,96
"chr3:64487136-64487473",269,75,158,192,122,204
"chr3:64598870-64599288",260,51,256,142,67,189
"chr3:64704219-64704453",88,21,47,146,78,63
"chr3:65046709-65046874",15,6,6,24,10,15
"chr3:65602299-65602452",29,6,14,3,1,18
"chr3:65703726-65703941",61,3,14,7,6,43
"chr3:65910912-65911259",167,7,122,35,9,115
"chr3:65938960-65939446",230,26,173,87,32,146
"chr3:66000421-66000724",84,3,31,23,4,35
"chr3:66466716-66466881",38,5,18,6,1,24
"chr3:66519925-66520104",38,4,13,11,3,21
"chr3:66525969-66526292",74,10,26,11,18,50
"chr3:66527623-66527859",56,5,20,6,1,34
"chr3:66707124-66707269",38,6,13,16,5,24
"chr3:66790780-66791231",89,9,39,34,15,65
"chr3:66798749-66798899",13,10,3,25,8,12
"chr3:67675622-67675784",33,3,8,1,1,18
"chr3:68067555-68067767",31,8,21,43,12,26
"chr3:69610062-69610256",30,11,9,27,17,22
"chr3:69732270-69732565",68,7,30,46,33,43
"chr3:69856783-69857054",71,2,17,5,3,44
"chr3:69918324-69918522",47,13,22,20,7,27
"chr3:69942484-69942677",36,11,15,19,10,23
"chr3:70706966-70707139",29,4,10,20,6,15
"chr3:70787001-70787354",71,8,35,38,18,61
"chr3:70787890-70788080",45,1,18,4,3,25
"chr3:70852626-70852824",51,2,14,27,9,28
"chr3:71074514-71074648",29,3,16,3,2,16
"chr3:71098130-71098450",98,2,69,23,11,67
"chr3:71114261-71114586",89,13,72,23,11,58
"chr3:71160130-71160348",98,3,31,10,10,47
"chr3:71216047-71216273",42,4,16,14,7,22
"chr3:71257481-71258216",218,39,94,141,53,148
"chr3:71353858-71354133",42,10,11,44,23,27
"chr3:71433570-71433853",101,4,39,26,10,63
"chr3:71553751-71553976",38,5,30,8,5,26
"chr3:72221191-72221500",107,6,100,12,9,61
"chr3:72319204-72319524",135,18,96,44,17,81
"chr3:72677194-72677607",180,23,138,64,27,112
"chr3:72751544-72751951",150,2,126,10,8,90
"chr3:72796179-72796428",40,4,11,13,11,24
"chr3:72815528-72815691",33,1,23,12,2,21
"chr3:73022467-73022624",44,3,23,12,1,29
"chr3:73518507-73519073",148,17,113,61,28,101
"chr3:73555249-73555499",41,6,50,10,3,28
"chr3:73715723-73716021",68,8,27,20,5,47
"chr3:73748530-73748885",196,12,96,37,22,127
"chr3:73862593-73862918",66,7,18,19,8,44
"chr3:74019414-74019609",18,2,6,36,14,16
"chr3:75373937-75374098",38,3,7,19,5,20
"chr3:75475730-75475948",1,1,2,1,2,3
"chr3:75612292-75612452",6,1,1,1,1,4
"chr3:77612295-77612544",38,5,34,21,2,26
"chr3:78897761-78898056",107,8,45,37,17,67
"chr3:79279534-79279705",39,2,13,3,1,21
"chr3:79314062-79314313",13,3,9,26,12,17
"chr3:79626677-79626931",68,10,42,35,18,53
"chr3:79652404-79652619",48,7,30,10,6,37
"chr3:79921668-79921842",24,5,9,23,5,21
"chr3:79934618-79934799",40,6,18,11,6,27
"chr3:79944649-79944801",29,1,13,8,5,16
"chr3:80065601-80065743",28,2,7,13,8,14
"chr3:81248008-81248156",27,10,9,32,11,23
"chr3:81810859-81811019",44,5,32,24,5,21
"chr3:81858586-81858803",76,8,19,19,4,40
"chr3:83093895-83094054",28,1,10,5,1,21
"chr3:83983720-83983840",27,1,15,9,5,19
"chr3:84192924-84193113",55,2,19,6,1,20
"chr3:85311998-85312433",148,6,135,22,16,85
"chr3:85319671-85319899",56,10,10,14,2,25
"chr3:85320148-85320420",74,6,24,21,6,55
"chr3:86959333-86959491",19,3,11,29,6,11
"chr3:87382533-87382951",96,18,26,110,49,58
"chr3:87416873-87417235",184,34,72,118,53,142
"chr3:87591602-87592156",275,15,207,28,14,193
"chr3:87592550-87592809",59,3,29,9,4,31
"chr3:87691894-87692083",31,8,8,22,10,26
"chr3:87805855-87806155",62,15,15,65,30,42
"chr3:88669830-88670056",23,4,8,28,15,15
"chr3:89553124-89553435",179,34,114,99,63,106
"chr3:89579211-89579410",40,5,15,20,7,21
"chr3:89746430-89746645",46,5,16,31,13,35
"chr3:93781450-93781722",44,6,38,29,13,22
"chr3:94052258-94052471",29,4,7,15,6,19
"chr3:94306160-94306313",28,5,11,22,9,16
"chr3:94507532-94507787",31,4,17,51,8,10
"chr3:94513181-94513381",49,5,14,24,11,26
"chr3:94647911-94648100",38,5,9,14,5,21
"chr3:94680739-94680941",33,4,13,13,6,20
"chr3:95014517-95014704",43,1,20,7,4,21
"chr3:95430742-95430873",21,4,6,24,8,17
"chr3:95635329-95635664",196,10,96,32,9,152
"chr3:95706488-95706766",113,2,44,7,2,80
"chr3:95733384-95733571",23,9,14,38,6,16
"chr3:95911801-95912103",93,8,66,25,12,46
"chr3:95948432-95948630",66,1,16,2,1,48
"chr3:96465928-96466102",34,4,12,13,5,23
"chr3:96660995-96661140",12,5,13,10,10,12
"chr3:96850397-96850696",88,7,24,21,14,60
"chr3:96862750-96862961",44,2,15,6,1,27
"chr3:96876575-96876891",92,9,32,16,10,58
"chr3:96915946-96916326",103,5,87,18,7,62
"chr3:96951389-96951793",99,17,71,48,23,66
"chr3:97000922-97001222",51,6,21,50,11,38
"chr3:97646566-97646840",59,15,17,47,17,46
"chr3:97654082-97654298",44,2,42,6,5,32
"chr3:98221172-98221353",50,1,12,8,2,20
"chr3:98451584-98451831",26,10,34,28,7,13
"chr3:98638323-98638586",96,5,27,10,7,76
"chr3:98732045-98732213",12,1,5,29,12,9
"chr3:99663357-99663574",53,7,34,10,4,51
"chr3:99703589-99703863",47,13,12,34,7,26
"chr3:99722460-99722656",62,8,20,19,12,44
"chr3:99748629-99748818",32,4,5,8,2,21
"chr3:99822673-99823503",375,24,326,44,23,255
"chr3:99831679-99831863",38,1,9,5,4,26
"chr3:99833590-99833749",29,3,22,11,7,29
"chr3:100278496-100278652",39,1,14,7,2,23
"chr3:100513256-100513431",22,6,9,29,17,16
"chr3:100593747-100593883",26,1,9,9,1,17
"chr3:100672072-100672234",26,17,8,38,9,21
"chr3:101443637-101443828",34,11,26,27,8,14
"chr3:101573433-101574030",173,21,106,67,35,119
"chr3:101814148-101814341",48,1,29,4,2,18
"chr3:101872633-101872968",170,11,68,57,12,107
"chr3:101881829-101882504",171,12,90,83,32,95
"chr3:101899600-101899965",161,26,56,83,39,101
"chr3:101901051-101901202",27,3,5,17,8,22
"chr3:102043350-102043600",95,4,29,4,5,37
"chr3:103532882-103533209",97,16,28,85,35,42
"chr3:103854572-103854724",25,1,6,6,2,16
"chr3:104476008-104476177",33,8,7,33,13,21
"chr3:104634790-104635092",86,15,38,45,15,56
"chr3:104859929-104860262",43,8,13,41,15,40
"chr3:104871913-104872067",25,4,11,26,4,15
"chr3:104873618-104873805",55,5,16,28,12,26
"chr3:105181724-105181909",35,2,15,5,3,15
"chr3:105271755-105271905",26,3,11,22,7,22
"chr3:105681372-105681673",52,13,33,37,22,43
"chr3:105840376-105840633",71,13,13,37,11,38
"chr3:105990767-105990906",37,10,12,30,8,13
"chr3:106000040-106000385",35,8,11,43,20,23
"chr3:106399717-106399878",44,5,13,20,6,31
"chr3:106402860-106403019",36,10,16,15,3,25
"chr3:106404753-106405028",66,5,20,16,8,34
"chr3:107150302-107150548",36,14,14,35,10,18
"chr3:107543319-107543861",234,22,136,92,36,153
"chr3:107544451-107544838",246,17,186,42,18,164
"chr3:107544889-107545066",56,3,37,10,1,35
"chr3:107545436-107545665",53,7,44,6,3,28
"chr3:107569535-107569933",106,7,35,29,12,60
"chr3:107603659-107603863",32,13,13,38,12,24
"chr3:107695119-107695351",43,9,26,31,13,35
"chr3:107705491-107705742",97,12,32,15,9,65
"chr3:107718010-107718838",379,78,310,256,145,316
"chr3:108170435-108170619",40,1,12,11,2,24
"chr3:108299994-108300239",88,7,34,32,8,63
"chr3:108338541-108338740",35,4,25,5,11,25
"chr3:108339117-108339565",156,11,65,64,36,102
"chr3:110118583-110118725",25,1,6,15,1,12
"chr3:110294651-110294823",20,2,19,18,16,17
"chr3:110302137-110302372",8,2,1,26,14,7
"chr3:110686409-110686603",21,7,8,30,12,10
"chr3:111300940-111301197",58,11,16,17,12,35
"chr3:111500754-111501003",57,5,12,24,10,40
"chr3:111793907-111794116",40,10,21,25,15,15
"chr3:111830156-111830338",41,4,31,13,13,26
"chr3:112269786-112269999",35,10,24,47,16,20
"chr3:112372511-112372675",17,5,17,14,11,15
"chr3:112450282-112450596",74,12,24,53,28,42
"chr3:113023823-113023971",28,5,14,10,4,17
"chr3:113255780-113256033",61,10,16,32,20,43
"chr3:113267327-113267525",38,4,14,10,1,23
"chr3:114800448-114800589",14,9,2,19,11,19
"chr3:114888727-114889006",18,4,21,64,14,17
"chr3:114932729-114932888",27,9,3,19,13,16
"chr3:115580309-115580440",24,13,19,23,8,19
"chr3:116764015-116764233",51,5,37,17,11,26
"chr3:116764339-116764693",93,3,40,23,10,69
"chr3:116952849-116953016",42,3,27,2,1,23
"chr3:119317888-119318036",43,3,27,3,3,29
"chr3:119395924-119396299",22,9,36,23,3,21
"chr3:119551084-119551301",43,3,27,15,6,32
"chr3:119560694-119560876",28,4,14,28,9,19
"chr3:119638288-119638547",20,11,10,42,18,25
"chr3:119692187-119692489",88,15,36,49,25,73
"chr3:119696876-119697148",63,14,24,21,12,38
"chr3:119708864-119709038",32,4,31,9,12,21
"chr3:119754131-119754307",33,7,7,29,22,17
"chr3:119817639-119817841",70,15,26,29,14,53
"chr3:119866376-119866570",38,6,18,27,14,23
"chr3:120380005-120380467",187,16,112,86,47,141
"chr3:121008244-121008398",25,9,9,26,10,17
"chr3:122084350-122084642",72,18,24,51,33,47
"chr3:122162611-122162940",61,12,38,27,14,27
"chr3:122252821-122252995",30,8,15,19,6,20
"chr3:122283236-122283587",54,13,41,33,12,22
"chr3:122370528-122370698",37,8,17,19,11,14
"chr3:122752244-122752504",83,4,63,16,8,45
"chr3:122767640-122767817",36,2,24,5,4,21
"chr3:122787953-122788211",38,12,26,28,19,42
"chr3:122789331-122789601",89,5,61,16,10,54
"chr3:122821663-122822093",91,9,56,13,10,60
"chr3:122873695-122874074",176,14,170,36,19,130
"chr3:123103198-123103508",80,14,65,33,7,52
"chr3:123128432-123129052",163,19,151,59,31,83
"chr3:123169935-123170461",54,29,44,92,43,48
"chr3:123324797-123325079",63,9,37,22,10,32
"chr3:123356015-123356376",156,12,119,27,20,95
"chr3:123396979-123397362",86,17,64,41,21,31
"chr3:123406131-123406351",50,12,36,22,10,25
"chr3:123958186-123958363",33,10,7,16,16,10
"chr3:123964963-123965331",61,13,21,39,22,32
"chr3:123985399-123985682",119,20,80,47,20,85
"chr3:124011275-124011488",46,8,30,15,13,14
"chr3:124114015-124114282",91,3,67,19,5,40
"chr3:124271252-124271423",37,8,11,29,10,25
"chr3:124305668-124306011",57,7,43,17,12,29
"chr3:124480842-124481033",35,6,11,12,2,25
"chr3:124491143-124491412",65,8,56,6,4,37
"chr3:124543213-124543452",60,12,26,41,13,34
"chr3:124552644-124552924",154,16,117,47,18,88
"chr3:124553453-124553865",164,20,133,56,22,92
"chr3:124556516-124557024",300,43,270,112,58,215
"chr3:124597650-124597842",37,7,17,23,7,28
"chr3:124729445-124729689",40,6,17,52,22,26
"chr3:124781528-124782380",513,65,440,184,92,355
"chr3:124798570-124798849",80,4,42,43,10,45
"chr3:124856392-124856663",62,2,58,8,3,43
"chr3:125113991-125114190",24,4,6,31,12,23
"chr3:125239467-125239626",25,2,20,10,4,18
"chr3:125273222-125273444",37,4,6,36,20,13
"chr3:125643531-125644011",156,16,157,53,23,122
"chr3:125848941-125849173",37,8,40,28,10,33
"chr3:125930629-125930869",52,12,56,18,5,34
"chr3:126202613-126202986",148,9,111,32,14,84
"chr3:126430126-126430288",34,8,14,32,11,23
"chr3:126791818-126791960",37,3,31,9,6,19
"chr3:126792757-126793186",107,16,87,46,20,71
"chr3:126831793-126832274",192,32,104,102,57,123
"chr3:126832380-126832677",77,19,48,50,24,63
"chr3:126912763-126912944",36,4,10,29,11,31
"chr3:126927523-126927812",126,7,98,5,2,80
"chr3:127244324-127244601",92,6,74,6,4,53
"chr3:127255021-127255516",190,12,150,18,7,111
"chr3:127261189-127261686",172,20,154,40,14,102
"chr3:127351240-127351424",30,4,41,15,10,23
"chr3:127486011-127486298",95,11,54,19,10,62
"chr3:127536317-127536620",116,20,59,62,34,82
"chr3:127544706-127544919",33,10,11,45,24,27
"chr3:127726661-127726834",41,7,43,23,11,27
"chr3:127740621-127740926",129,2,121,8,5,93
"chr3:127803135-127803794",340,33,302,122,42,225
"chr3:128054318-128054645",55,18,50,32,14,32
"chr3:128078765-128078935",54,4,45,11,5,24
"chr3:128081206-128081356",37,6,19,27,10,12
"chr3:128152691-128153030",96,12,77,19,8,48
"chr3:128154008-128154355",74,13,64,24,20,41
"chr3:128223951-128224177",35,6,28,14,5,31
"chr3:128494815-128494994",48,5,14,23,9,26
"chr3:128967180-128967405",37,7,36,15,7,18
"chr3:129087962-129088163",44,6,26,17,9,23
"chr3:129111441-129111668",4,3,8,6,1,1
"chr3:129204371-129205041",330,26,295,64,36,227
"chr3:129217963-129218388",81,10,68,33,17,47
"chr3:129225329-129225618",118,19,62,33,14,71
"chr3:129265175-129265382",34,11,25,45,18,22
"chr3:129283824-129284145",68,5,52,13,1,36
"chr3:129286245-129286386",33,4,25,1,3,19
"chr3:129289628-129289749",37,2,24,5,2,18
"chr3:129290439-129290675",53,4,41,4,1,32
"chr3:129342519-129342703",38,6,33,13,11,15
"chr3:129381747-129382330",176,21,125,102,47,110
"chr3:129413137-129413540",142,20,85,53,33,112
"chr3:129597353-129597659",134,18,74,55,18,82
"chr3:129600297-129600510",54,4,17,18,6,28
