"","1a","1b","2a","2b","3b","3a"
"chr17:58850400-58850546",97,40,43,96,39,72
"chr17:58964264-58964407",1,1,1,1,1,1
"chr17:58978590-58978818",92,26,33,115,42,63
"chr17:59049078-59049538",274,142,184,324,253,202
"chr17:59078280-59078681",167,71,59,216,133,113
"chr17:59079656-59079977",189,61,108,241,168,123
"chr17:59119713-59120075",142,57,79,171,102,118
"chr17:59235017-59235153",25,9,11,22,10,10
"chr17:59314763-59314897",132,47,104,120,56,101
"chr17:59385641-59385833",139,52,120,138,78,87
"chr17:59392195-59392427",185,82,119,190,113,132
"chr17:59395122-59395461",263,135,245,218,133,172
"chr17:59426723-59427048",253,136,226,285,188,198
"chr17:59429679-59429934",217,116,158,222,136,138
"chr17:59432242-59432570",288,122,251,268,176,205
"chr17:59434129-59434419",257,114,243,246,153,219
"chr17:59436121-59436828",539,289,489,526,410,382
"chr17:59463253-59463413",142,57,100,110,70,103
"chr17:59466891-59468000",907,552,967,911,788,700
"chr17:59470902-59471660",750,433,764,686,549,563
"chr17:59476326-59478080",1273,646,1266,1159,667,936
"chr17:59486615-59487434",708,476,754,770,648,567
"chr17:59487957-59490348",2054,1219,2002,2020,1636,1458
"chr17:59493977-59494773",753,477,805,777,709,565
"chr17:59503417-59503806",333,208,348,309,232,237
"chr17:59504489-59504739",215,106,190,227,148,150
"chr17:59528067-59528302",209,112,194,200,111,157
"chr17:59540921-59541400",448,272,436,446,323,360
"chr17:59547996-59548288",270,149,259,271,156,203
"chr17:59558860-59559097",223,117,211,216,136,148
"chr17:59564262-59564472",158,54,133,115,55,110
"chr17:59570262-59570392",123,57,108,101,45,93
"chr17:59628512-59629090",460,255,487,582,501,321
"chr17:59652133-59652991",667,351,630,708,578,469
"chr17:59660508-59661009",421,223,318,497,431,293
"chr17:59713135-59713739",521,292,414,622,571,368
"chr17:59764640-59764882",196,105,154,250,181,156
"chr17:59781371-59781501",87,19,37,78,33,56
"chr17:59807108-59807512",329,202,332,377,321,259
"chr17:59833938-59834158",143,66,67,155,82,98
"chr17:59914467-59914896",321,193,419,471,470,232
"chr17:60023819-60023999",54,16,21,38,13,22
"chr17:60142267-60142798",129,37,99,97,55,54
"chr17:60143053-60143761",372,206,435,415,345,274
"chr17:60145285-60145448",46,13,29,57,22,30
"chr17:60186683-60187266",375,215,397,420,333,266
"chr17:60256973-60257360",224,81,131,204,120,150
"chr17:60284155-60284318",80,28,62,61,31,51
"chr17:60303982-60304378",111,47,54,144,123,73
"chr17:60342276-60342973",49,17,46,47,29,31
"chr17:60494064-60494459",104,26,98,105,59,55
"chr17:60498640-60499151",248,113,193,257,203,185
"chr17:60500975-60501817",399,177,374,379,210,273
"chr17:60555256-60555660",78,28,63,60,31,37
"chr17:60555794-60556049",47,14,40,31,11,22
"chr17:60556229-60556842",88,40,90,82,27,51
"chr17:60557069-60557228",33,15,15,16,10,14
"chr17:60562261-60562754",207,76,175,205,144,145
"chr17:60630342-60630888",174,83,85,237,153,115
"chr17:60670113-60670355",109,35,83,76,46,75
"chr17:60678876-60679084",89,19,51,47,25,59
"chr17:60704980-60705263",94,40,94,103,44,47
"chr17:60715231-60715505",118,40,105,99,42,81
"chr17:60718534-60718718",44,12,48,29,14,29
"chr17:60744070-60744246",72,19,43,38,19,45
"chr17:60748911-60750091",566,228,526,544,326,369
"chr17:60767542-60767768",100,35,83,102,44,61
"chr17:60770359-60770927",280,143,304,289,201,195
"chr17:60770998-60771162",52,14,45,57,31,32
"chr17:60780931-60781850",461,213,479,466,330,280
"chr17:60797703-60798184",203,82,125,208,108,152
"chr17:60805276-60805566",119,40,82,103,51,75
"chr17:60832463-60832785",140,57,125,139,77,104
"chr17:60857559-60858012",215,71,159,218,125,150
"chr17:60897303-60897464",70,22,57,76,33,45
"chr17:60953159-60953294",73,30,47,70,30,42
"chr17:61043400-61044082",301,108,232,255,111,156
"chr17:61045776-61046346",334,169,203,372,268,233
"chr17:61064536-61064887",194,83,159,190,113,142
"chr17:61072617-61073183",291,131,284,315,242,193
"chr17:61159663-61159915",155,52,98,214,98,119
"chr17:61160019-61160190",61,19,14,65,44,30
"chr17:61190610-61191062",208,91,144,227,159,154
"chr17:61193622-61193877",112,41,61,123,64,69
"chr17:61262914-61263118",69,17,17,51,14,46
"chr17:61300158-61300316",31,18,12,42,33,18
"chr17:61482925-61483645",313,149,191,330,269,208
"chr17:61484034-61484556",314,162,270,351,270,204
"chr17:61502796-61503284",287,153,363,369,318,196
"chr17:61503808-61504018",80,21,65,51,24,59
"chr17:61512314-61512689",173,72,144,157,64,79
"chr17:61513072-61513631",341,125,319,270,166,251
"chr17:61514116-61514452",150,64,120,120,67,76
"chr17:61517841-61518034",72,21,45,62,28,38
"chr17:61519897-61520128",109,37,108,89,28,65
"chr17:61523191-61523725",303,139,286,263,154,189
"chr17:61523962-61524445",237,96,241,200,122,150
"chr17:61524692-61524934",92,23,61,49,22,59
"chr17:61554492-61554758",111,37,106,94,49,68
"chr17:61556147-61556812",385,197,406,416,294,258
"chr17:61562059-61562497",257,122,237,215,150,172
"chr17:61567663-61567888",90,21,73,67,31,62
"chr17:61575177-61575597",204,76,194,189,97,135
"chr17:61600381-61600594",60,16,36,28,18,30
"chr17:61600943-61601106",58,13,53,57,19,47
"chr17:61607198-61607348",50,11,41,43,13,37
"chr17:61629294-61629508",44,18,46,54,16,33
"chr17:61650924-61651363",231,103,188,209,160,164
"chr17:61678187-61678289",44,16,36,35,10,21
"chr17:61682970-61683151",47,17,21,44,25,30
"chr17:61689551-61690002",268,160,284,302,236,191
"chr17:61699025-61699496",146,35,121,125,38,81
"chr17:61756530-61756966",177,68,134,184,95,113
"chr17:61769850-61770052",87,36,84,62,36,74
"chr17:61773945-61774232",163,66,134,158,92,96
"chr17:61775105-61775712",350,168,352,358,238,233
"chr17:61777597-61777781",53,17,44,42,15,24
"chr17:61787717-61788082",171,74,154,168,104,131
"chr17:61824886-61825083",77,24,30,116,58,51
"chr17:61851499-61852148",144,65,144,172,82,96
"chr17:61903850-61903982",38,16,29,39,18,24
"chr17:61904770-61905293",281,135,260,277,157,193
"chr17:61905501-61905666",45,24,36,46,21,38
"chr17:61910001-61910143",64,15,37,47,11,35
"chr17:61912076-61912684",358,196,339,371,292,227
"chr17:61919661-61920199",133,52,115,101,39,67
"chr17:61934445-61934846",234,146,238,260,186,178
"chr17:61943434-61944504",393,188,314,460,289,286
"chr17:61947138-61947497",97,35,88,103,70,46
"chr17:61951427-61951798",51,13,54,46,23,21
"chr17:61958612-61959276",229,106,243,250,156,188
"chr17:61959427-61960085",296,136,270,283,187,199
"chr17:61966159-61967343",359,156,305,387,246,255
"chr17:61970169-61970348",2,2,1,3,1,1
"chr17:61974306-61974635",26,14,27,16,13,14
"chr17:61980922-61981623",179,48,115,213,126,121
"chr17:61981755-61981945",15,11,13,20,9,8
"chr17:61984800-61985122",127,58,111,131,83,84
"chr17:61988799-61989569",362,178,390,408,315,243
"chr17:61995694-61996136",171,45,178,135,60,116
"chr17:61996494-61997040",300,173,317,343,260,202
"chr17:62014818-62014966",41,8,31,25,12,26
"chr17:62021145-62021392",72,20,51,80,42,45
"chr17:62023919-62024766",441,222,452,463,306,297
"chr17:62028094-62028814",340,185,388,392,299,227
"chr17:62063217-62063354",62,26,39,43,11,36
"chr17:62067583-62068335",402,202,414,410,283,258
"chr17:62083192-62083389",63,20,60,59,33,41
"chr17:62093565-62093936",133,49,107,137,73,100
"chr17:62094810-62095237",100,30,41,149,74,71
"chr17:62102962-62103701",408,216,418,446,354,279
"chr17:62106042-62106692",245,112,250,307,234,186
"chr17:62113779-62114271",248,90,229,222,140,178
"chr17:62132635-62132852",86,33,69,72,26,51
"chr17:62133729-62133935",69,26,64,61,24,48
"chr17:62141095-62141523",226,104,220,245,162,161
"chr17:62198470-62198683",66,27,53,58,24,50
"chr17:62207087-62207275",37,16,43,41,12,17
"chr17:62207385-62207785",113,38,83,83,36,55
"chr17:62210978-62211390",207,101,162,248,182,159
"chr17:62223007-62223184",52,23,40,47,17,36
"chr17:62226084-62226297",107,32,66,76,31,57
"chr17:62249957-62250135",67,18,33,41,17,41
"chr17:62294048-62294378",149,50,133,130,66,100
"chr17:62314199-62314477",121,41,71,130,66,78
"chr17:62340464-62340684",64,13,43,35,11,29
"chr17:62359282-62359828",268,124,270,293,237,191
"chr17:62368479-62369059",211,92,160,233,148,164
"chr17:62384184-62384640",240,120,223,282,217,164
"chr17:62398152-62399120",710,427,765,769,652,526
"chr17:62487169-62487836",257,124,253,295,214,194
"chr17:62488700-62488907",98,28,41,137,83,65
"chr17:62493311-62493856",211,82,179,239,119,144
"chr17:62501550-62501754",45,14,38,32,12,23
"chr17:62502454-62502593",59,12,56,35,18,35
"chr17:62503454-62503874",205,91,159,215,134,149
"chr17:62530316-62530698",178,70,163,188,114,111
"chr17:62598510-62599047",212,76,182,264,141,134
"chr17:62611461-62611709",72,17,25,68,27,38
"chr17:62637730-62637867",35,13,22,31,21,19
"chr17:62645187-62645618",244,137,139,286,222,185
"chr17:62658122-62658781",149,47,118,92,34,61
"chr17:62709235-62709430",40,8,44,29,6,23
"chr17:62733008-62733435",218,84,205,256,157,134
"chr17:62736232-62736499",119,34,99,90,39,76
"chr17:62770285-62770937",336,152,317,322,197,213
"chr17:62772678-62773465",403,209,394,413,313,268
"chr17:62793824-62794237",142,60,121,140,53,95
"chr17:62833366-62833550",27,8,16,19,6,16
"chr17:62843803-62844487",235,145,240,248,175,173
"chr17:62915014-62916121",442,268,453,479,323,299
"chr17:62917295-62917414",34,14,19,37,16,22
"chr17:62923697-62924010",129,69,67,139,105,100
"chr17:62934925-62935498",311,154,318,316,219,218
"chr17:62957864-62958316",209,89,189,265,165,138
"chr17:62959975-62960219",92,29,74,103,62,84
"chr17:62962009-62962486",164,74,137,170,90,110
"chr17:62971468-62971740",65,23,74,38,19,34
"chr17:63023393-63023724",136,59,102,154,90,112
"chr17:63071108-63071215",60,21,40,42,11,31
"chr17:63090150-63090415",89,44,62,104,58,67
"chr17:63096531-63097134",362,195,394,406,293,235
"chr17:63133027-63133711",362,215,430,433,320,236
"chr17:63181888-63182017",33,6,25,29,10,22
"chr17:63191155-63191389",90,20,80,55,19,48
"chr17:63192729-63192952",88,24,63,61,25,54
"chr17:63194718-63195249",253,142,193,308,235,188
"chr17:63215157-63215695",252,108,254,263,203,164
"chr17:63227231-63227556",91,29,65,79,47,60
"chr17:63227774-63228264",281,150,289,281,213,191
"chr17:63257394-63257643",98,26,81,63,38,62
"chr17:63274302-63274893",284,158,310,342,242,230
"chr17:63290121-63290816",331,183,355,387,277,236
"chr17:63390780-63391052",126,36,48,109,62,92
"chr17:63414771-63415188",194,85,180,182,113,129
"chr17:63418947-63419139",44,11,26,62,22,42
"chr17:63419577-63419737",38,12,36,34,24,34
"chr17:63452074-63452432",232,112,205,238,161,166
"chr17:63454878-63455041",39,18,15,38,21,26
"chr17:63527669-63528296",226,74,211,227,109,152
"chr17:63545918-63546080",42,19,32,38,15,29
"chr17:63550695-63550981",137,58,105,118,55,88
"chr17:63552361-63553044",349,178,367,398,299,255
"chr17:63557687-63558233",175,47,134,156,77,100
"chr17:63559565-63559708",53,20,28,29,17,31
"chr17:63571020-63571198",31,19,32,45,17,20
"chr17:63584283-63584652",253,63,180,170,105,175
"chr17:63790513-63791049",230,129,191,272,179,163
"chr17:63793814-63793855",33,1,18,16,11,12
"chr17:63793889-63794286",133,39,119,109,65,77
"chr17:63937631-63937932",89,24,38,105,52,71
"chr17:63950265-63950433",59,17,38,40,18,36
"chr17:63984115-63984611",217,105,149,281,184,157
"chr17:63999819-63999946",43,15,41,31,11,35
"chr17:64017936-64018185",64,17,51,62,30,59
"chr17:64036549-64036887",178,86,160,194,118,143
"chr17:64161717-64162052",166,92,102,235,166,137
"chr17:64188152-64188503",71,31,54,74,30,39
"chr17:64196699-64197208",278,149,268,320,249,205
"chr17:64197929-64198381",188,94,163,198,166,134
"chr17:64251201-64251541",194,111,100,246,180,148
"chr17:64271817-64272103",58,21,45,46,23,45
"chr17:64286287-64286515",88,31,26,97,42,55
"chr17:64292712-64292901",46,16,14,63,30,36
"chr17:64298157-64298296",26,16,26,33,13,14
"chr17:64298647-64299120",78,27,77,85,34,52
"chr17:64300581-64300758",63,20,58,44,33,37
"chr17:64306797-64307003",71,15,40,46,25,36
"chr17:64422452-64423013",257,115,214,261,172,167
"chr17:64447608-64448017",213,75,192,233,131,143
"chr17:64563281-64563769",293,155,285,320,255,198
"chr17:64564093-64564230",31,12,22,36,22,30
"chr17:64578724-64578995",91,28,53,84,29,52
"chr17:64621407-64621810",214,101,112,257,165,143
"chr17:64669907-64670404",297,133,286,315,218,211
"chr17:64711784-64712210",250,130,173,278,199,177
"chr17:64722055-64722360",127,39,121,124,48,91
"chr17:64723878-64724583",325,158,346,363,247,220
"chr17:64733702-64733893",60,15,60,41,26,34
"chr17:64837394-64837874",250,89,229,217,152,156
"chr17:64851382-64851637",119,35,114,93,40,75
"chr17:64864693-64864894",59,20,37,48,25,32
"chr17:64896035-64896696",309,121,212,385,213,229
"chr17:64902734-64903141",281,152,296,314,247,209
"chr17:64911129-64911656",300,175,300,321,236,203
"chr17:64929981-64930142",64,10,41,27,14,27
"chr17:64938745-64938999",115,50,95,98,52,79
"chr17:64948170-64948717",457,169,463,350,201,394
"chr17:64948859-64949100",143,44,124,112,54,84
"chr17:64971679-64972044",160,65,153,151,88,119
"chr17:65078412-65078611",107,36,41,107,38,69
"chr17:65112266-65112414",34,9,16,36,13,26
"chr17:65135934-65136167",73,27,68,60,18,46
"chr17:65154207-65154544",168,72,91,169,119,126
"chr17:65196568-65197249",258,96,239,284,194,177
"chr17:65217183-65217548",199,85,102,230,156,145
"chr17:65242036-65242388",115,44,76,115,46,54
"chr17:65242978-65243165",65,28,47,61,34,39
"chr17:65268514-65269059",215,103,200,230,147,161
"chr17:65272170-65272598",192,102,191,219,142,162
"chr17:65289724-65290288",258,131,263,267,198,176
"chr17:65331084-65331184",33,6,15,31,15,16
"chr17:65356005-65356449",194,85,194,233,164,151
"chr17:65370630-65371238",312,165,323,364,280,206
"chr17:65373159-65373658",110,45,106,115,44,67
"chr17:65373891-65375361",726,369,692,795,529,455
"chr17:65383022-65383587",323,162,344,349,284,216
"chr17:65386744-65386975",76,19,57,85,27,40
"chr17:65470553-65470672",68,10,42,22,15,25
"chr17:65471432-65471958",291,162,319,327,266,218
"chr17:65487291-65487516",76,26,50,49,24,44
"chr17:65497231-65497358",28,10,12,29,16,16
"chr17:65506572-65506719",46,12,40,53,19,41
"chr17:65513549-65513651",21,6,6,29,6,22
"chr17:65555487-65555855",173,56,158,176,95,122
"chr17:65599057-65599569",255,122,265,281,198,186
"chr17:65624625-65625179",225,82,166,187,118,137
"chr17:65625997-65626485",230,109,112,255,168,157
"chr17:65659657-65659872",113,36,91,107,48,90
"chr17:65685617-65686057",230,103,129,272,206,151
"chr17:65713685-65714163",298,197,337,321,239,228
"chr17:65775130-65775682",269,132,272,269,211,200
"chr17:65796508-65796936",252,144,245,253,192,187
"chr17:65797831-65798113",94,19,68,98,42,62
"chr17:65820878-65821085",49,17,45,50,22,34
"chr17:65821093-65822252",425,208,448,437,288,285
"chr17:65830114-65830366",101,27,79,111,54,58
"chr17:65858733-65859067",103,27,37,98,47,60
"chr17:65870096-65870285",37,17,13,39,15,20
"chr17:65887828-65888275",221,91,214,251,183,158
"chr17:65938871-65939316",250,103,188,276,207,173
"chr17:65955475-65955684",45,15,16,51,19,29
"chr17:65959264-65959720",148,66,83,195,150,110
"chr17:65967040-65967194",29,6,20,30,19,16
"chr17:65989219-65989465",43,15,37,44,25,34
"chr17:65991709-65991975",101,36,81,104,43,49
"chr17:66007149-66007835",293,150,318,334,214,197
"chr17:66011922-66012201",106,41,58,104,45,72
"chr17:66016004-66016421",171,60,138,167,79,112
"chr17:66018770-66019032",90,30,68,81,44,49
"chr17:66053545-66054017",194,77,176,232,140,118
"chr17:66097331-66098167",122,39,104,111,48,79
"chr17:66130509-66130749",47,20,46,42,32,38
"chr17:66168529-66169059",334,178,359,400,312,227
"chr17:66196760-66197446",397,213,401,432,299,261
"chr17:66200940-66202152",447,254,461,494,309,286
"chr17:66255116-66255391",15,1,16,12,4,9
"chr17:66257349-66257514",3,2,9,2,6,2
"chr17:66259034-66259742",192,79,195,246,179,141
"chr17:66285037-66285194",43,13,36,43,25,26
"chr17:66286578-66286749",27,15,43,37,20,24
"chr17:66287674-66287889",58,16,43,40,16,24
"chr17:66288066-66288925",362,107,293,281,138,211
"chr17:66324098-66324226",51,14,39,34,8,42
"chr17:66340189-66340388",75,22,56,61,25,54
"chr17:66347564-66347817",97,36,71,104,44,71
"chr17:66382625-66382778",48,19,34,37,16,24
"chr17:66395086-66395630",346,179,337,369,273,252
"chr17:66421187-66421394",62,16,50,34,19,40
"chr17:66427894-66428515",261,117,241,273,180,170
"chr17:66431975-66432998",652,297,660,667,487,486
"chr17:66459058-66459565",250,105,210,282,196,168
"chr17:66462143-66462601",234,132,228,265,195,172
"chr17:66507673-66508043",159,64,129,134,55,94
"chr17:66508720-66508906",58,19,39,42,21,30
"chr17:66530297-66530669",155,51,64,182,90,97
"chr17:66535564-66536025",201,92,188,191,106,139
"chr17:66610019-66610460",228,110,187,224,154,169
"chr17:66630554-66630822",125,43,99,96,51,69
"chr17:66736975-66737309",157,56,121,149,81,102
"chr17:66755901-66756527",290,161,325,324,285,220
"chr17:66768031-66768492",214,127,139,241,193,183
"chr17:66770408-66770935",249,144,250,267,221,173
"chr17:66773489-66773922",240,99,197,277,196,162
"chr17:66782176-66782357",57,24,31,52,24,40
"chr17:66790666-66791016",151,52,123,203,100,114
"chr17:66813620-66813816",46,11,14,39,15,35
"chr17:66859346-66859482",36,13,27,86,13,32
"chr17:66902824-66903169",173,69,68,213,149,128
"chr17:66907881-66908226",164,58,90,153,91,108
"chr17:66968242-66968605",198,94,126,255,213,146
"chr17:67054435-67054640",110,20,39,67,31,84
"chr17:67063890-67064094",63,9,20,48,29,42
"chr17:67081033-67081421",197,92,153,209,140,149
"chr17:67231518-67232015",256,148,272,314,229,183
"chr17:67242997-67243266",135,53,64,217,84,98
"chr17:67323195-67323577",88,19,75,77,21,38
"chr17:67331237-67331513",139,68,81,178,138,103
"chr17:67332728-67333030",108,41,70,131,69,82
"chr17:67354842-67355158",126,48,96,134,80,84
"chr17:67390757-67391212",187,68,142,218,129,132
"chr17:67502686-67503014",125,43,50,138,68,85
"chr17:67519401-67519877",184,83,127,216,135,135
"chr17:67521064-67521367",93,30,39,111,52,51
"chr17:67522097-67522560",232,110,162,273,185,160
"chr17:67522913-67523045",23,7,13,22,9,12
"chr17:67565161-67565527",181,85,140,217,145,129
"chr17:67603189-67603831",213,118,227,269,175,158
"chr17:67605646-67606114",237,112,198,275,204,174
"chr17:67673435-67673554",21,8,8,32,14,9
"chr17:67719980-67720164",50,14,27,57,26,35
"chr17:68140399-68140733",157,48,73,187,122,103
"chr17:68164250-68164452",45,9,31,27,21,26
"chr17:68548566-68549103",125,24,67,143,103,64
"chr17:68618466-68618950",201,97,186,226,132,136
"chr17:68626178-68626377",85,24,31,85,37,53
"chr17:68632720-68633006",131,43,44,141,82,87
"chr17:68763248-68763633",174,57,61,188,109,113
"chr17:68804764-68805096",153,60,77,176,108,113
"chr17:68893090-68893207",27,6,8,20,10,16
"chr17:69080427-69080767",137,63,98,150,98,96
"chr17:69081467-69081709",55,13,32,47,33,37
"chr17:69114258-69114488",99,32,27,99,50,65
"chr17:69233986-69234238",90,31,21,85,38,57
"chr17:69457150-69457450",124,39,41,159,93,68
"chr17:69469310-69469729",189,98,145,241,149,132
"chr17:69756577-69756752",38,10,10,43,23,28
"chr17:69760643-69761039",148,65,128,163,95,108
"chr17:69863143-69863305",34,11,13,30,11,21
"chr17:69941322-69941531",36,16,34,34,12,25
"chr17:69955196-69955659",131,44,46,164,92,79
"chr17:70026596-70026920",105,35,65,95,43,59
"chr17:70093551-70093789",50,21,37,60,36,34
"chr17:70114705-70115092",230,112,211,277,213,164
"chr17:70117815-70118132",58,27,43,94,40,37
"chr17:70122768-70122887",128,18,33,60,32,91
"chr17:70283798-70283940",24,8,22,34,11,25
"chr17:70341774-70341934",53,12,18,56,21,38
"chr17:70348072-70348191",24,7,33,29,7,26
"chr17:70385238-70385461",47,22,37,37,15,36
"chr17:70425341-70425523",27,13,21,26,20,11
"chr17:70426852-70427527",213,80,177,220,112,133
"chr17:70459477-70459694",91,21,58,74,42,52
"chr17:70462370-70462495",28,12,23,17,14,11
"chr17:70473865-70474071",47,18,31,41,14,27
"chr17:70475276-70475648",163,74,139,148,88,116
"chr17:70525550-70525805",60,22,67,66,24,45
"chr17:70536304-70537053",325,164,323,332,215,227
"chr17:70552877-70553490",251,119,256,284,182,197
"chr17:70556229-70556871",241,130,252,269,187,179
"chr17:70557003-70557517",261,80,214,181,84,156
"chr17:70590533-70590677",28,8,19,22,10,11
"chr17:70599051-70599244",36,6,17,22,16,15
"chr17:70653893-70654184",100,32,72,87,43,60
"chr17:70657210-70657533",110,39,88,80,32,51
"chr17:70721577-70722027",237,118,217,252,179,145
"chr17:70723788-70724189",229,100,200,204,111,177
"chr17:70948403-70948676",95,24,66,68,35,62
"chr17:70982154-70982750",248,118,240,253,187,168
"chr17:70999690-70999950",97,21,69,57,22,66
"chr17:71013387-71013584",45,10,35,36,19,24
"chr17:71122862-71123168",91,15,52,75,36,49
"chr17:71152336-71152808",204,86,175,202,123,139
"chr17:71185653-71186165",228,105,232,254,164,158
"chr17:71187469-71187976",223,102,193,235,171,151
"chr17:71188612-71188795",36,6,20,22,9,14
"chr17:71192679-71193063",159,69,151,166,99,116
"chr17:71206572-71206786",41,15,20,45,27,32
"chr17:71211591-71211809",72,18,46,50,18,46
"chr17:71243953-71244180",85,25,19,90,35,65
"chr17:71251698-71252228",240,135,237,271,187,170
"chr17:71301280-71301560",63,13,57,51,22,42
"chr17:71304188-71304418",49,12,39,33,9,24
"chr17:71306859-71307647",319,132,282,282,146,204
"chr17:71308491-71308698",37,11,29,28,19,23
"chr17:71336409-71336568",41,16,26,30,15,29
"chr17:71356257-71356578",89,31,77,83,30,54
"chr17:71365975-71366384",182,82,166,197,132,135
"chr17:71417150-71417492",158,43,123,122,54,98
"chr17:71425475-71425955",229,126,239,254,186,173
"chr17:71475175-71475470",139,32,103,118,62,85
"chr17:71497136-71497335",37,16,27,34,15,21
"chr17:71540013-71540184",42,9,35,29,14,35
"chr17:71556863-71557189",99,35,76,88,33,63
"chr17:71581781-71581997",72,24,51,62,21,41
"chr17:71583437-71583790",89,19,76,46,19,53
"chr17:71591724-71592081",159,76,147,148,74,103
"chr17:71639052-71639452",88,34,54,95,30,37
"chr17:71640964-71641144",32,14,26,31,17,14
"chr17:71641238-71641702",112,34,85,118,39,54
"chr17:71642861-71643099",53,24,40,45,19,38
"chr17:71646354-71646633",96,29,67,84,36,69
"chr17:71653620-71654004",183,89,184,207,154,129
"chr17:71694008-71694340",160,49,138,138,80,104
"chr17:71706206-71706782",225,103,211,248,145,154
"chr17:71716335-71716467",26,12,26,16,6,18
"chr17:71773134-71773331",42,9,13,29,14,17
"chr17:71779308-71779466",36,9,19,30,13,17
"chr17:71817243-71817537",114,48,100,115,52,81
"chr17:71837808-71838248",240,115,234,259,166,154
"chr17:71896722-71896878",33,1,28,18,10,16
"chr17:71926235-71926532",86,21,64,76,40,49
"chr17:71946763-71946909",27,4,18,23,10,15
"chr17:71952755-71953089",132,47,133,127,65,91
"chr17:71964942-71965114",28,11,18,22,7,22
"chr17:71994663-71995222",253,130,263,269,187,176
"chr17:72004263-72004715",164,58,152,154,71,101
"chr17:72041758-72042063",112,27,88,106,34,74
"chr17:72060574-72060916",81,23,46,62,32,45
"chr17:72066664-72066788",27,5,9,22,9,11
"chr17:72081689-72081876",52,13,33,37,22,27
"chr17:72085961-72086461",253,127,236,269,159,165
"chr17:72114144-72114335",55,19,36,31,21,28
"chr17:72114770-72114963",39,14,34,32,9,28
"chr17:72150246-72150454",53,20,31,53,18,41
"chr17:72172825-72173275",226,106,227,240,167,148
"chr17:72195627-72196188",289,138,291,296,217,181
"chr17:72199467-72199964",255,134,234,267,171,175
"chr17:72206391-72207023",277,150,290,316,232,204
"chr17:72209040-72209278",60,18,49,60,30,36
"chr17:72209626-72209826",40,12,21,25,11,19
"chr17:72241410-72241515",30,8,17,15,7,19
"chr17:72256170-72256510",93,27,86,65,33,55
"chr17:72280795-72281244",207,87,167,193,108,140
"chr17:72286450-72286681",78,14,51,55,34,40
"chr17:72292761-72293143",178,67,127,182,89,126
"chr17:72297199-72297808",245,102,220,244,153,152
"chr17:72302059-72302256",41,9,18,36,14,31
"chr17:72357112-72357350",45,12,51,53,27,35
"chr17:72357532-72358150",253,117,260,265,155,180
"chr17:72364370-72364902",280,133,288,276,205,179
"chr17:72375380-72376001",259,134,269,276,182,176
"chr17:72376784-72377207",136,41,85,125,64,79
"chr17:72383906-72384110",50,14,33,44,20,35
"chr17:72404434-72404749",113,53,98,121,55,74
"chr17:72433812-72434140",117,41,78,121,48,65
"chr17:72453583-72454136",213,110,236,247,177,164
"chr17:72456475-72456647",28,10,27,21,8,11
"chr17:72489329-72489942",206,105,188,231,126,156
"chr17:72529194-72529522",101,37,55,128,42,81
"chr17:72562239-72562842",242,116,229,262,150,154
"chr17:72569414-72569619",58,13,40,52,20,37
"chr17:72598202-72598613",174,76,132,174,102,129
"chr17:72642444-72642825",130,37,81,142,58,89
"chr17:72653458-72653988",237,123,231,250,161,159
"chr17:72682994-72683233",89,24,50,67,22,57
"chr17:72732740-72733179",164,70,138,157,85,104
"chr17:72733684-72734252",187,72,181,178,108,127
"chr17:72740610-72741132",259,135,275,284,188,191
"chr17:72745092-72745375",68,23,44,69,27,35
"chr17:72755052-72755204",32,13,35,17,7,14
"chr17:72755786-72755963",27,10,33,19,15,24
"chr17:72756070-72756193",36,11,34,22,11,24
"chr17:72766819-72767347",271,126,251,265,174,199
"chr17:72776853-72777464",286,137,272,294,193,221
"chr17:72781795-72782075",89,18,60,90,45,47
"chr17:72787429-72788062",290,141,286,291,213,193
"chr17:72806873-72807013",32,2,12,16,5,20
"chr17:72810672-72810939",88,23,59,60,26,56
"chr17:72812249-72812433",43,10,41,39,18,34
"chr17:72846137-72846385",83,27,71,60,29,47
"chr17:72855879-72856260",132,45,96,107,46,61
"chr17:72858347-72858892",242,100,228,225,165,157
"chr17:72860869-72861441",259,117,254,260,176,177
"chr17:72862015-72862313",89,23,102,65,33,57
"chr17:72888171-72888479",80,28,72,74,32,51
"chr17:72904042-72904193",17,5,16,16,6,13
"chr17:72915619-72915829",37,12,40,39,10,23
"chr17:72919406-72920160",331,154,319,349,192,237
"chr17:72929795-72929990",35,7,31,22,4,11
"chr17:72953873-72954529",253,133,264,253,183,172
"chr17:72956800-72957091",109,33,84,92,28,57
"chr17:72957610-72958084",193,88,174,212,135,137
"chr17:72959870-72960194",75,24,69,60,32,43
"chr17:72968378-72968435",20,4,15,10,6,8
"chr17:72978270-72978569",67,21,44,41,14,25
"chr17:72983135-72983288",21,3,19,20,10,20
"chr17:72983624-72984635",224,86,180,224,93,108
"chr17:73002890-73003097",61,18,34,35,17,29
"chr17:73008450-73008844",138,55,114,128,62,82
"chr17:73030286-73030469",39,15,43,32,19,24
"chr17:73043139-73043306",44,12,17,30,14,20
"chr17:73050764-73050994",70,25,53,71,36,40
"chr17:73056134-73056423",134,47,82,131,92,77
"chr17:73059833-73060016",42,8,29,31,6,23
"chr17:73065969-73066240",132,53,80,137,93,81
"chr17:73080100-73080239",31,6,19,20,11,19
"chr17:73101772-73102275",191,66,166,196,101,131
